seed,disconnected_nodes,normal_position_rmse_m,disconnected_position_rmse_m,position_rmse_increase_percent,normal_velocity_rmse_mps,disconnected_velocity_rmse_mps,velocity_rmse_increase_percent,normal_acceleration_rmse_mps2,disconnected_acceleration_rmse_mps2,acceleration_rmse_increase_percent,normal_affected_position_rmse_m,disconnected_affected_position_rmse_m,affected_position_rmse_increase_percent,normal_remaining_position_rmse_m,disconnected_remaining_position_rmse_m,remaining_position_rmse_increase_percent,normal_position_error_p95_m,disconnected_position_error_p95_m,normal_worst_node_position_rmse_m,disconnected_worst_node_position_rmse_m,protocol_rejection_count
0,sat_p01_s01;sat_p03_s02;sat_p06_s01;sat_p08_s02,1.4666736426012497,1.4773296590904672,0.7265431231394017,0.024907675298105576,0.025095235199976897,0.7530205032245078,2.3696484452841287e-06,2.3367943361838184e-06,-1.3864549893759026,1.5673332443687313,1.6869914093982104,7.6345069218303525,1.4404100432344498,1.4200857890245944,-1.4110047555775962,2.4668146763804977,2.4714325499697174,1.8680185166493728,2.0440252896688453,0
1,sat_p01_s01;sat_p03_s02;sat_p06_s01;sat_p08_s02,1.4852868430791037,1.5828611167948707,6.569389217337218,0.023940545356522333,0.02547549700754923,6.4115149766574335,2.3422768683635067e-06,2.5304316655699303e-06,8.032987037005704,1.2358444604019203,1.5747648722552383,27.42419638658206,1.5413527744171138,1.5848787155817687,2.823879249908569,2.6254304963585837,2.670528321139043,2.2656219586287683,2.2656219586287683,0
2,sat_p01_s01;sat_p03_s02;sat_p06_s01;sat_p08_s02,1.538140459123582,1.5518773508621995,0.8930843511160557,0.025292117208388025,0.02522996644436743,-0.2457317570866771,2.5312812821823373e-06,2.5063708661417457e-06,-0.984103039671479,1.6518784335432026,1.619911426093847,-1.935191282858988,1.508366500619078,1.5343975635575995,1.725778378652503,2.7874483022428667,2.7477099103639966,2.2908978152916393,2.294754794552239,0
3,sat_p01_s01;sat_p03_s02;sat_p06_s01;sat_p08_s02,1.396616446266191,1.4438283733431292,3.3804504596203047,0.023082740236360998,0.025486975307732508,10.415726411824574,2.2015062590451345e-06,2.289034890280879e-06,3.975852027498134,1.509866691601322,1.5577158390309243,3.1690974902463,1.3668385112641235,1.4139239038209868,3.444839472171168,2.617199187272879,2.7464044298362658,2.1394530365634776,1.870218857049611,0
4,sat_p01_s01;sat_p03_s02;sat_p06_s01;sat_p08_s02,1.455506182735335,1.590017946131569,9.241579664295612,0.028574502304959976,0.030790055730589874,7.753602851887017,2.459165652773753e-06,2.662444183807081e-06,8.266158516163598,1.3430952204580047,1.6608053915776277,23.655074210693844,1.4822775101753718,1.5718230495517735,6.041077919734976,2.4887790068539197,2.660216098696482,1.9720105541687194,2.177889584841453,0
