seed,arm,reference_position_rmse_m,optical_outage_position_rmse_m,position_rmse_increase_percent,reference_infrared_mean_nis,optical_outage_infrared_mean_nis
0,fixed_reported_covariance,1.4666265778489849,1.4665213755783446,-0.007173078152896485,0.06195714849862105,0.061957146000799844
0,empirical_covariance,1.4656153855291638,1.4655115831374927,-0.007082512417375623,2.532901243235503,2.5329011296150328
0,bias_corrected_empirical_covariance,1.4658344674636274,1.4657298831901806,-0.007134794260077972,1.9502223929478384,1.950222485357639
1,fixed_reported_covariance,1.485343717743669,1.4853658482449141,0.001489924586527871,0.0630797444433205,0.06307974772293987
1,empirical_covariance,1.4882312936370723,1.4882530493757353,0.0014618519820170698,2.5802992555827475,2.580299397173297
1,bias_corrected_empirical_covariance,1.4859282468160124,1.4859508242043311,0.0015194130919212647,2.012101971572171,2.0121019662495936
2,fixed_reported_covariance,1.53827052923465,1.5383404069310271,0.0045426142573242,0.06119224191984968,0.06119224428231277
2,empirical_covariance,1.539678379213235,1.5397473633587933,0.00448042568432946,2.5025188478290104,2.5025189527226086
2,bias_corrected_empirical_covariance,1.538884805444961,1.5389544758148272,0.0045273284666693765,1.895651825263597,1.8956518495916117
