seed,disconnected_nodes,normal_position_rmse_m,disconnected_position_rmse_m,position_rmse_increase_percent,normal_velocity_rmse_mps,disconnected_velocity_rmse_mps,velocity_rmse_increase_percent,normal_acceleration_rmse_mps2,disconnected_acceleration_rmse_mps2,acceleration_rmse_increase_percent,normal_affected_position_rmse_m,disconnected_affected_position_rmse_m,affected_position_rmse_increase_percent,normal_remaining_position_rmse_m,disconnected_remaining_position_rmse_m,remaining_position_rmse_increase_percent,normal_position_error_p95_m,disconnected_position_error_p95_m,normal_worst_node_position_rmse_m,disconnected_worst_node_position_rmse_m,protocol_rejection_count
0,sat_p01_s01;sat_p02_s01;sat_p03_s01;sat_p04_s01,1.4666736426012497,1.4972753479855452,2.086469988648683,0.024907675298105576,0.02534111771082699,1.740196174608001,2.3696484452841287e-06,2.3826754262671513e-06,0.5497431911871882,1.6400011319036896,1.6604731542935465,1.248293186608553,1.4200399780341315,1.453615857293169,2.364431972226522,2.4668146763804977,2.4668146763804977,1.8680185166493728,2.2925413114120263,0
1,sat_p01_s01;sat_p02_s01;sat_p03_s01;sat_p04_s01,1.4852868430791037,1.5799958380457144,6.3764784161335655,0.023940545356522333,0.02505650095795571,4.66136249118213,2.3422768683635067e-06,2.518594908949353e-06,7.527634455487555,1.6998552284279458,2.039949498008366,20.00724908173181,1.4266111272440036,1.442267337110592,1.0974406106612857,2.6254304963585837,3.0387262405068345,2.2656219586287683,2.978446061054641,0
2,sat_p01_s01;sat_p02_s01;sat_p03_s01;sat_p04_s01,1.538140459123582,1.565707457226286,1.7922289176640742,0.025292117208388025,0.02589384621587495,2.3791167917226224,2.5312812821823373e-06,2.5586910049041286e-06,1.082839861169444,1.37877166170468,1.469360400723486,6.570249558712595,1.5754657299386614,1.588881620893744,0.8515507954339879,2.7874483022428667,2.7816585409457404,2.2908978152916393,2.356530873285749,0
3,sat_p01_s01;sat_p02_s01;sat_p03_s01;sat_p04_s01,1.396616446266191,1.45536692133012,4.206629187347495,0.023082740236360998,0.023094290524181313,0.0500386336372694,2.2015062590451345e-06,2.305529745040594e-06,4.725105166885963,1.4361631855719843,1.6822335324646367,17.133870953156993,1.3865535325325302,1.3928886101157825,0.4568938331346841,2.617199187272879,2.7502794422606036,2.1394530365634776,2.1394530365634776,0
4,sat_p01_s01;sat_p02_s01;sat_p03_s01;sat_p04_s01,1.455506182735335,1.5327905413578213,5.309792533979187,0.028574502304959976,0.028996131226862835,1.4755424868053548,2.459165652773753e-06,2.559344118227628e-06,4.073676994507518,1.2409639469339797,1.6060492581363852,29.419493781782553,1.5043686152597349,1.513922058662498,0.6350467103512165,2.4887790068539197,2.548527222748926,1.9720105541687194,2.0847618729138486,0
