seed,scenario,category,receiver_id,source_id,accepted,reason,message_timestamp,application_timestamp,simulated_link_delay_seconds,creation_to_applied_ms,receive_to_applied_ms,endpoint_state_max_abs_error,endpoint_covariance_max_abs_error,endpoint_covariance_relative_fro_error,reference_state_max_abs_error,reference_covariance_max_abs_error,reference_covariance_relative_fro_error
0,ordinary_zero_delay,ordinary_update,sat_p06_s02,sat_p07_s02,True,accepted,0.2,0.2,0.0,71.66500000130327,71.37220000004163,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p07_s01,sat_p06_s01,True,accepted,0.2,0.2,0.0,77.55139999972016,77.27499999964493,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p07_s01,sat_p08_s01,True,accepted,0.2,0.2,0.0,77.53389999925275,77.27469999917957,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p07_s02,sat_p06_s02,True,accepted,0.2,0.2,0.0,82.76350000051025,82.52050000010058,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p07_s02,sat_p08_s02,True,accepted,0.2,0.2,0.0,82.74680000067747,82.52010000069276,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p08_s01,sat_p07_s01,True,accepted,0.2,0.2,0.0,89.00319999884232,88.79249999881722,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p08_s01,sat_p09_s01,True,accepted,0.2,0.2,0.0,88.98589999989781,88.79219999835186,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p08_s02,sat_p07_s02,True,accepted,0.2,0.2,0.0,94.59640000022773,94.41899999910675,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p08_s02,sat_p09_s02,True,accepted,0.2,0.2,0.0,94.57929999916814,94.41869999864139,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p09_s01,sat_p08_s01,True,accepted,0.2,0.2,0.0,100.42179999982181,100.27719999925466,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p09_s01,sat_p10_s01,True,accepted,0.2,0.2,0.0,100.40459999981977,100.2769000006083,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p09_s02,sat_p08_s02,True,accepted,0.2,0.2,0.0,106.60050000115007,106.48949999995239,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p09_s02,sat_p10_s02,True,accepted,0.2,0.2,0.0,106.58340000009048,106.48920000130602,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p10_s01,sat_p01_s02,True,accepted,0.2,0.2,0.0,112.04519999955664,111.96779999954742,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p10_s01,sat_p09_s01,True,accepted,0.2,0.2,0.0,112.02810000031604,111.96750000090105,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p10_s02,sat_p01_s01,True,accepted,0.2,0.2,0.0,117.66140000145242,117.61730000034731,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p10_s02,sat_p09_s02,True,accepted,0.2,0.2,0.0,117.64420000145037,117.61700000170094,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p01_s01,sat_p02_s01,True,accepted,0.4,0.4,0.0,6.952600000659004,6.14300000052026,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p01_s01,sat_p10_s02,True,accepted,0.4,0.4,0.0,6.908100000146078,6.142300000647083,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p01_s02,sat_p02_s02,True,accepted,0.4,0.4,0.0,14.282500000263099,13.539999999920838,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p01_s02,sat_p10_s01,True,accepted,0.4,0.4,0.0,14.26030000038736,13.539699999455479,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p02_s01,sat_p01_s01,True,accepted,0.4,0.4,0.0,20.27010000165319,19.570100001146784,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p02_s01,sat_p03_s01,True,accepted,0.4,0.4,0.0,20.249799999874085,19.569800000681425,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p02_s02,sat_p01_s02,True,accepted,0.4,0.4,0.0,26.508900000408175,25.849100000414182,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p02_s02,sat_p03_s02,True,accepted,0.4,0.4,0.0,26.4882999999827,25.848799999948824,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p03_s01,sat_p02_s01,True,accepted,0.4,0.4,0.0,32.69900000123016,32.07950000069104,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p03_s01,sat_p04_s01,True,accepted,0.4,0.4,0.0,32.6775000012276,32.07900000052177,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p03_s02,sat_p02_s02,True,accepted,0.4,0.4,0.0,38.787699999375036,38.20819999964442,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p03_s02,sat_p04_s02,True,accepted,0.4,0.4,0.0,38.768599999457365,38.20769999947515,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p04_s01,sat_p03_s01,True,accepted,0.4,0.4,0.0,46.1754000007204,45.6343999994715,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p04_s01,sat_p05_s01,True,accepted,0.4,0.4,0.0,46.14220000075875,45.63400000006368,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p04_s02,sat_p03_s02,True,accepted,0.4,0.4,0.0,52.49600000024657,52.00739999963844,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p04_s02,sat_p05_s02,True,accepted,0.4,0.4,0.0,52.47339999914402,52.00700000023062,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p05_s01,sat_p04_s01,True,accepted,0.4,0.4,0.0,58.91840000003867,58.470299998589326,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p05_s01,sat_p06_s01,True,accepted,0.4,0.4,0.0,58.89959999876737,58.46999999994296,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p05_s02,sat_p04_s02,True,accepted,0.4,0.4,0.0,65.31130000075791,64.89950000104727,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p05_s02,sat_p06_s02,True,accepted,0.4,0.4,0.0,65.2922999997827,64.89909999982046,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p06_s01,sat_p05_s01,True,accepted,0.4,0.4,0.0,71.5872999990097,71.21200000074168,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p06_s01,sat_p07_s01,True,accepted,0.4,0.4,0.0,71.56949999989592,71.21159999951487,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p06_s02,sat_p05_s02,True,accepted,0.4,0.4,0.0,78.46220000101312,78.12250000097265,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p06_s02,sat_p07_s02,True,accepted,0.4,0.4,0.0,78.44389999991108,78.12209999974584,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p07_s01,sat_p06_s01,True,accepted,0.4,0.4,0.0,84.20159999877797,83.89799999895331,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p07_s01,sat_p08_s01,True,accepted,0.4,0.4,0.0,84.18259999962174,83.89770000030694,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p07_s02,sat_p06_s02,True,accepted,0.4,0.4,0.0,90.28509999916423,90.01870000065537,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p07_s02,sat_p08_s02,True,accepted,0.4,0.4,0.0,90.26660000017728,90.01840000019001,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p08_s01,sat_p07_s01,True,accepted,0.4,0.4,0.0,96.67810000064492,96.44769999977143,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p08_s01,sat_p09_s01,True,accepted,0.4,0.4,0.0,96.65999999924679,96.44739999930607,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p08_s02,sat_p07_s02,True,accepted,0.4,0.4,0.0,103.62900000109221,103.43400000056135,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p08_s02,sat_p09_s02,True,accepted,0.4,0.4,0.0,103.61100000045553,103.433700000096,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p09_s01,sat_p08_s01,True,accepted,0.4,0.4,0.0,110.31740000180434,110.15740000038932,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p09_s01,sat_p10_s01,True,accepted,0.4,0.4,0.0,110.29860000053304,110.15710000174295,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p09_s02,sat_p08_s02,True,accepted,0.4,0.4,0.0,116.62629999955243,116.50310000004538,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p09_s02,sat_p10_s02,True,accepted,0.4,0.4,0.0,116.60760000086157,116.50279999958002,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p10_s01,sat_p01_s02,True,accepted,0.4,0.4,0.0,123.26320000101987,123.17720000100962,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p10_s01,sat_p09_s01,True,accepted,0.4,0.4,0.0,123.24459999945248,123.17690000054426,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p10_s02,sat_p01_s01,True,accepted,0.4,0.4,0.0,129.80999999854248,129.7601999995095,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p10_s02,sat_p09_s02,True,accepted,0.4,0.4,0.0,129.78999999904772,129.75989999904414,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p01_s01,sat_p02_s01,True,accepted,0.6000000000000001,0.6000000000000001,0.0,6.924200000867131,5.978000001050532,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p01_s01,sat_p10_s02,True,accepted,0.6000000000000001,0.6000000000000001,0.0,6.783900000300491,5.977200000415905,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p01_s02,sat_p02_s02,True,accepted,0.6000000000000001,0.6000000000000001,0.0,13.270400000692462,12.49190000089584,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p01_s02,sat_p10_s01,True,accepted,0.6000000000000001,0.6000000000000001,0.0,13.247400000182097,12.491499999669031,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p02_s01,sat_p01_s01,True,accepted,0.6000000000000001,0.6000000000000001,0.0,18.902499999967404,18.16779999899154,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p02_s01,sat_p03_s01,True,accepted,0.6000000000000001,0.6000000000000001,0.0,18.880999999964843,18.16750000034517,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p02_s02,sat_p01_s02,True,accepted,0.6000000000000001,0.6000000000000001,0.0,24.989600000481005,24.29420000044047,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p02_s02,sat_p03_s02,True,accepted,0.6000000000000001,0.6000000000000001,0.0,24.970500000563334,24.29389999997511,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p03_s01,sat_p02_s01,True,accepted,0.6000000000000001,0.6000000000000001,0.0,31.65889999945648,31.00280000035127,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p03_s01,sat_p04_s01,True,accepted,0.6000000000000001,0.6000000000000001,0.0,31.6395999998349,31.002400000943453,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p03_s02,sat_p02_s02,True,accepted,0.6000000000000001,0.6000000000000001,0.0,38.3321999997861,37.713499999881606,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p03_s02,sat_p04_s02,True,accepted,0.6000000000000001,0.6000000000000001,0.0,38.31320000062988,37.71299999971234,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p04_s01,sat_p03_s01,True,accepted,0.6000000000000001,0.6000000000000001,0.0,45.26190000069619,44.681600000330945,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p04_s01,sat_p05_s01,True,accepted,0.6000000000000001,0.6000000000000001,0.0,45.240299999932176,44.68129999986559,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p04_s02,sat_p03_s02,True,accepted,0.6000000000000001,0.6000000000000001,0.0,51.66290000124718,51.12349999944854,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p04_s02,sat_p05_s02,True,accepted,0.6000000000000001,0.6000000000000001,0.0,51.6421000011178,51.12310000004072,,,,,,
0,ordinary_zero_delay,ordinary_update,sat_p05_s01,sat_p04_s01,True,accepted,0.6000000000000001,0.6000000000000001,0.0,57.625699999334756,57.127399999444606,,,,,,
