seed,rmse_deg,outage_rmse_deg,final_rate_bias_deg_s,pre_outage_rate_bias_deg_s
0,0.42371323993358423,0.7100503685534267,-0.002032890927953124,-0.001034725162044886
1,0.5566864106568069,0.9295465815696081,-0.0012376497053768391,-0.0008716912395635918
2,0.253305237208522,0.4094500236762395,-0.0021932279667509005,-0.0013196492040176042
3,0.45117273459101787,0.754478061807052,-0.002340728299567945,-0.0014014824646498046
4,0.0905769370370996,0.12570783450533726,-0.0024084240558258753,-0.0017958403424203505
