seed,node_id,independent_position_rmse_m,cooperative_position_rmse_m,cooperative_improvement_percent,topology_degree,radar_observation_count,infrared_observation_count,optical_observation_count,mean_relative_nis,mean_radar_nis,mean_infrared_nis,mean_optical_nis,mean_neighbor_range_m,mean_neighbor_los_angle_deg,independent_radial_rmse_m,independent_along_track_rmse_m,independent_cross_track_rmse_m,cooperative_radial_rmse_m,cooperative_along_track_rmse_m,cooperative_cross_track_rmse_m,initial_segment_improvement_percent,steady_segment_improvement_percent
0,sat_p01_s01,1.8466844587084696,1.8680185166493728,-1.1552627651300926,2,122,122,122,2.1091702020293077,2.0140133014183585,1.96937563777323,2.344121666896334,5830371.235716307,131.275805544026,0.8569961496079974,1.23727001912401,1.0700299011566603,0.8931238151280467,1.4455834725916008,0.7759584094305916,8.96195367041142,-8.558584750512281
0,sat_p01_s02,1.2802970921669894,1.3801610069148538,-7.800057920840697,2,122,122,122,2.0991833281355787,2.171011567003063,2.2380017055897974,1.8885367118138767,5830371.235716306,131.275805544026,0.7222935594708458,0.5590229412047125,0.8971878339372512,0.7766020465970735,0.8798854582041821,0.7263162167198778,-7.583971338811057,-8.119636134615869
0,sat_p02_s01,2.076294985009311,1.6571893655756413,20.18526377319117,2,122,122,122,1.9387094745275235,2.0261465482813246,1.9545130013575192,1.8354688739437273,5696680.689606842,130.44735125932112,1.323922937935873,1.4945861838437597,0.5695972772454317,1.2808355705096715,0.5984285552427047,0.8646502755243246,25.046408886410564,14.610424344500748
0,sat_p02_s02,1.2593592798477238,1.1217578193261644,10.926306950165769,2,122,122,122,1.8429078565015964,1.7286231327497639,1.746842117600046,2.05325831915498,5696680.689606842,130.4473512593211,0.4870083100665851,1.0085334336999991,0.5759071233922668,0.4728761040637599,0.8403357105498386,0.5732056254081687,13.56616511374218,7.614623680072408
0,sat_p03_s01,1.2840512537943052,1.6121012297559212,-25.548043739862038,2,122,122,122,1.9574867178194315,1.6499682834891622,2.1279525992953587,2.0945392706737733,5412750.46053267,128.48288635844995,0.6762317775193438,0.7047041328141744,0.8336007981272441,0.877735467145272,1.1143426059368275,0.7659578195238593,-27.796925765075116,-15.208434522497441
0,sat_p03_s02,1.3463606856343369,1.4168932859115229,-5.238759645150706,2,122,122,122,2.0078603592105133,2.2144248324221065,2.0844973063265946,1.724658938882839,5412750.46053267,128.48288635844995,0.7543435004157008,0.5955025669539573,0.942883700120856,0.8332104141172367,0.41264895031872045,1.0691435045252782,-7.307802832823979,1.3320544071595415
0,sat_p04_s01,1.2878867991160177,1.3870020561192609,-7.695960318195211,2,122,122,122,1.9033482113701994,2.031293610437294,1.7388996699496706,1.9398513537236342,5074540.099114013,125.70578861559211,0.616189436519459,0.7560871242040607,0.8410084697979959,1.0197710839710519,0.5753615851342845,0.743505673365931,8.709504577956677,-27.862911353236214
0,sat_p04_s02,1.8021757719104026,1.3759289436057016,23.651789961245374,2,122,122,122,2.128265426144966,2.27056872384803,1.932825496990031,2.1814020575968374,5074540.099114014,125.70578861559208,0.6192346414067486,0.6724370989150429,1.5531304902503948,0.5875063715425362,0.4898964430021017,1.143686231613686,25.226009328921396,20.34110782292756
0,sat_p05_s01,2.2937728275882514,1.7272277890563397,24.699265407533662,2,122,122,122,2.145594197727871,1.801183157134559,2.2271238156767605,2.408475620372293,4813253.302009773,123.15426500067423,1.628261528472193,1.4044340989556567,0.7985756327175351,1.160828086901905,0.8645470051155539,0.9425245163356976,19.44351981231461,41.06090308482071
0,sat_p05_s02,1.6601540105533894,1.4220310235413116,14.34342750722885,2,122,122,122,2.045843695560683,2.051938780998355,1.9196194519216712,2.1659728537620238,4813253.302009774,123.15426500067424,0.805491671309103,0.8895848613222171,1.1471413516714073,0.7445889133941103,0.49729721209707256,1.104742080670872,18.270992072666186,8.442535201069196
0,sat_p06_s01,1.4081157945533038,1.240228513434393,11.922832040398323,2,122,122,122,2.0792189697148507,2.0315530283109515,2.0353841293017783,2.1707197515318213,4744593.28914247,122.41402948998675,0.8269995635356919,1.0390665961186896,0.4681905825757038,0.8030435693143451,0.820193890021874,0.46964856444936287,-14.174184181442866,27.19460367650577
0,sat_p06_s02,1.3202016051396568,1.24452648657478,5.7320880591469585,2,122,122,122,1.9519829141244076,2.0540901253057036,1.74913528432532,2.0527233327421994,4744593.28914247,122.41402948998675,0.7383310848914344,0.6421496404479794,0.8862524056773525,0.5041462652472758,0.42224546773446875,1.0565942854289385,17.212035731719666,-7.378623852088603
0,sat_p07_s01,1.4993576340959582,1.3712913481153381,8.541410205833781,2,122,122,122,1.9244076350757224,1.9902259450368642,1.8167996115193148,1.9661973486709874,4901209.544789459,124.0580831057591,0.9811959553530056,0.43871128239572554,1.045399551759723,0.951835384484483,0.3963940250529134,0.9040581503208786,5.768825133133233,19.443686124611517
0,sat_p07_s02,1.2221899683739916,1.1520162309591824,5.741639125721903,2,122,122,122,1.966078761575496,1.952610342777785,2.0784135113300697,1.8672124306186333,4901209.544789459,124.0580831057591,0.5993745068489328,0.49283598780220933,0.9442516658500729,0.6268961674684211,0.6124491778607175,0.7476955236889788,1.0150692372407935,17.104467064959014
0,sat_p08_s01,1.764763630024202,1.681513811340081,4.717335356859058,2,122,122,122,1.9334223173321612,2.0134953479523796,1.807956262668996,1.9788153413751082,5210017.4822311085,126.88225023872187,1.4284641892607903,0.5745216877193015,0.8624416271237587,1.268457826666867,0.7646927866649668,0.7960831500022981,10.693767095639014,-3.3572588233568266
0,sat_p08_s02,2.0440252896688453,1.6705949442853865,18.26936032890076,2,122,122,122,1.899643292738619,1.6111045400250488,2.0138655799328844,2.0739597582579243,5210017.482231108,126.88225023872187,0.6682957736933557,1.0377311782363359,1.6292741160976052,0.7780820862545684,0.4525056080631298,1.4073785594476873,20.688570039688397,13.158757737438613
0,sat_p09_s01,1.563746257023625,1.0916523018862372,30.189933502124145,2,122,122,122,2.0286021644846803,2.1761931099646192,2.132045668003341,1.7775677154860807,5540811.281100643,129.40574258448558,0.8203718571605073,1.189304972392424,0.5982023528682185,0.6075470184748079,0.6115669666627203,0.669759071489779,39.82489507671595,18.215689877252238
0,sat_p09_s02,1.3906806763712662,1.7778413231657806,-27.839650997721574,2,122,122,122,1.9520170665494767,2.033920239204038,2.0255865183990873,1.7965444420453052,5540811.281100643,129.40574258448558,0.6659587221889129,0.88323160136405,0.8428485405604311,0.6921847167238794,1.4024717443177568,0.845383400996284,-16.044069807984318,-40.23994112649589
0,sat_p10_s01,1.476940659009222,1.055403905634257,28.541211239843925,2,122,122,122,2.040160077095479,2.3242335653418422,1.7413667981354417,2.0548798678091527,5772564.2640544195,130.92451737168298,0.44806301163029666,0.6783270776517334,1.2330716214266886,0.30990167705209276,0.6283568398646231,0.7893073142849293,16.87216280226772,33.37642411651851
0,sat_p10_s02,1.3995098375822825,1.6779463999698478,-19.895291544972434,2,122,122,122,2.1172545488840417,2.1390953758657876,2.0031368596688135,2.2095314111175246,5772564.2640544195,130.92451737168298,1.179070553205752,0.5939105232159556,0.46442513548043346,1.3731722636762058,0.7541534970171158,0.6009613618020649,-17.4146980545703,-25.763881580911956
1,sat_p01_s01,1.7589884968622431,1.368686347625545,22.18901089648598,2,122,122,122,1.912846286897017,1.9035860392268247,2.1648075962815856,1.6701452251826419,5830371.235716307,131.275805544026,0.9386342986858207,1.253718116209787,0.8007478195484851,0.7462109985179228,0.7567718475332879,0.8624197554836582,16.71414375595359,27.478692454382543
1,sat_p01_s02,1.3813224179585637,1.4721905965206568,-6.578346762545548,2,122,122,122,2.0781664337142898,1.9580740482915797,2.0856001042598313,2.1908251485914585,5830371.235716306,131.275805544026,0.56916795768766,0.5279157378705734,1.1425429672467984,0.7444738248259407,0.6610588300327008,1.084483794193661,-37.38072328703837,17.593980362753296
1,sat_p02_s01,1.569791256035839,1.4316529954501689,8.799785325248129,2,122,122,122,2.01878272368559,1.8816269675147732,2.1092721079993457,2.06544909554265,5696680.689606842,130.44735125932112,0.712376021048591,1.063353866218807,0.9088693786012766,0.5636141490464253,0.7119496480135086,1.106841040560728,18.305206108194856,-1.8484412804284944
1,sat_p02_s02,1.9267746821034981,1.479232541422214,23.22752861754927,2,122,122,122,2.028748624314795,2.14070860263738,2.322153780011554,1.6233834902954518,5696680.689606842,130.4473512593211,1.30857474359147,1.0486629904672196,0.9488934336657109,0.9578519839632964,1.056919065228164,0.3918808211398252,26.13856983902419,20.69416869734941
1,sat_p03_s01,1.4886738257476564,1.581788770182808,-6.254892295724112,2,122,122,122,1.983181603497492,2.425323092548063,1.7279164074681113,1.7963053104763025,5412750.46053267,128.48288635844995,1.0930384946206257,0.662377114902631,0.763330312772201,0.9186748261380914,1.019699542784137,0.7863238008240687,-1.812152904547221,-19.633180048367183
1,sat_p03_s02,1.7084171585948131,0.9838725563865859,42.41028595171515,2,122,122,122,2.0175582749105536,2.2113769329898783,2.1988031360098566,1.6424947557319256,5412750.46053267,128.48288635844995,0.8324722677473384,0.9247748084016,1.17067103191228,0.39435179455488456,0.5569528575306627,0.7087280041246057,22.292145826780438,66.56455580394244
1,sat_p04_s01,2.978446061054641,2.2656219586287683,23.932751771018072,2,122,122,122,2.17600185584398,2.2051951540170034,1.9533523570975468,2.369458056417389,5074540.099114013,125.70578861559211,1.8197199023469794,1.3239295459816467,1.9511460665186084,1.4128473417336254,0.8828068919962053,1.5354338930156144,17.30717444283929,29.40719730125554
1,sat_p04_s02,1.7439756517397502,1.5371366280280572,11.860201345434792,2,122,122,122,2.1059212578902686,1.9787890679222715,2.1644090194536965,2.174565686294839,5074540.099114014,125.70578861559208,0.5924734837114246,1.0243271978718904,1.2810854915499812,0.35687002656399314,1.0047036966823806,1.1072503236569584,28.403453293060185,-40.38397475240197
1,sat_p05_s01,1.386451220490048,1.130854872846125,18.435293205164573,2,122,122,122,2.0027694223886456,2.0049146271500886,2.2047019289945795,1.79869171102127,4813253.302009773,123.15426500067423,0.7033164248492071,0.9403336276874079,0.7371334085332946,0.590674351005762,0.5515800879191937,0.7910094570324696,1.9799263865411072,45.14134094633887
1,sat_p05_s02,1.5770957288213934,1.0802249508823396,31.50542917964649,2,122,122,122,1.882923591149926,1.832331090133975,1.884271857690218,1.9321678256255848,4813253.302009774,123.15426500067424,0.6916765279020837,1.243002145245888,0.6809994020042309,0.7028467075528538,0.5323612588412431,0.6240864846123759,19.287952736392818,42.02048840676271
1,sat_p06_s01,1.2924698119373144,1.1836803919885142,8.417172992669986,2,122,122,122,1.84889157520389,1.9833133641353728,1.742469469404067,1.8208918920722297,4744593.28914247,122.41402948998675,0.5676841258588388,0.43891705604969566,1.0749719837864755,0.48099344475088407,0.5850528542148552,0.9096470382845272,16.393152177432782,-0.14675575849867345
1,sat_p06_s02,1.9307119420596646,2.101803140234131,-8.861560051881579,2,122,122,122,1.7910472811673805,1.8876061307014134,1.5995748590740282,1.8859608537267005,4744593.28914247,122.41402948998675,1.1414080587942057,1.0587661385155602,1.1418627371380041,0.8199031335900487,1.2973004212355743,1.4360873611620126,-22.56870511804648,6.745040758409741
1,sat_p07_s01,2.035324463872229,1.8177676717378572,10.689047176314462,2,122,122,122,1.9973035143243734,1.8881530647686566,2.123871075835239,1.9798864023692253,4901209.544789459,124.0580831057591,1.4065162906181785,1.1607368554418347,0.9038515087565314,1.2542830119918174,0.8298071882236925,1.0210158983171096,12.851172448829434,1.7279036342034544
