seed,independent_position_rmse_m,cooperative_position_rmse_m,cooperative_improvement_percent,independent_worst_node_position_rmse_m,cooperative_worst_node_position_rmse_m,independent_run_seconds,cooperative_run_seconds
0,1.5907720014141415,1.4618469242431424,8.104560367946453,2.2937728275882514,1.8747605916185919,2.0896414000017103,7.0010372000033385
1,1.7373474611115114,1.4808932697058723,14.761249384251906,2.978446061054641,2.1901883346488944,2.0653042000049027,7.044244799995795
2,1.6809282691653569,1.515670000170359,9.831369489493733,2.498708782424346,2.274768184501232,2.1107764999978826,7.078481100004865
