focal_length_pixels,peak_snr,field_position,validation_sample_count,angular_rmse_deg,fixed_mean_nis,empirical_mean_nis,bias_corrected_mean_nis,fixed_nis_95_exceedance_fraction,empirical_nis_95_exceedance_fraction,bias_corrected_nis_95_exceedance_fraction
300.0,100.0,center,300,0.029194658798684894,0.3738740639254017,1.9329360968399636,1.9093352409260087,0.0,0.05,0.06333333333333334
300.0,100.0,off_axis,300,0.031913306640493626,0.45161484233276694,2.3477882538794788,2.2464078846363393,0.0,0.07666666666666666,0.07333333333333333
300.0,1000.0,center,300,0.010511985909361175,0.04847166834264783,2.654371892214668,2.1314754106003266,0.0,0.12333333333333334,0.08333333333333333
300.0,1000.0,off_axis,300,0.010847674659405847,0.052186016955707716,2.664243667840442,2.0319267435529356,0.0,0.11,0.056666666666666664
600.0,100.0,center,300,0.015921920675096655,0.4448038406402378,2.417608980872113,2.3249319518915583,0.0,0.10333333333333333,0.08666666666666667
600.0,100.0,off_axis,300,0.015597681169807942,0.4317880907442426,2.2848704913745874,2.1843945739521624,0.0,0.07,0.07
600.0,1000.0,center,300,0.00522262178569396,0.04785801154407798,2.5068301519718905,1.902512807299523,0.0,0.09,0.05
600.0,1000.0,off_axis,300,0.00600343160397098,0.06392570663825045,3.4191642610195414,2.1321575811739364,0.0,0.17333333333333334,0.07333333333333333
