seed,policy,communication_weight,topology_switch_weight,resynchronization_weight,final_position_rmse,cumulative_task_reward,cumulative_penalized_return,transmitted_messages,dropped_messages,replay_count,resynchronization_count,topology_switch_count
0,short_horizon_oracle,0.0,0.03,0.0,1.0711357978122396,1.6385065168868433,1.5185065168868435,24.0,1.0,23.0,8.0,4.0
1,short_horizon_oracle,0.0,0.03,0.0,0.8763279195846074,2.354951817616364,2.234951817616364,29.0,3.0,26.0,8.0,4.0
2,short_horizon_oracle,0.0,0.03,0.0,1.0238361136637302,1.8049845509639373,1.7149845509639372,30.0,3.0,27.0,6.0,3.0
0,short_horizon_oracle,0.0,0.05,0.0,1.0061858752462995,1.7034564394527834,1.6034564394527833,23.0,2.0,23.0,4.0,2.0
1,short_horizon_oracle,0.0,0.05,0.0,0.978026060178054,2.2532536770229177,2.1532536770229176,23.0,3.0,22.0,4.0,2.0
2,short_horizon_oracle,0.0,0.05,0.0,1.0238361136637302,1.8049845509639373,1.6549845509639374,30.0,3.0,27.0,6.0,3.0
0,short_horizon_oracle,0.0,0.08,0.0,0.9233197430795527,1.7863225716195301,1.7863225716195301,21.0,3.0,24.0,0.0,0.0
1,short_horizon_oracle,0.0,0.08,0.0,1.011863789260521,2.2194159479404507,2.1394159479404506,23.0,3.0,22.0,2.0,1.0
2,short_horizon_oracle,0.0,0.08,0.0,1.0909692258182058,1.7378514388094617,1.5778514388094618,30.0,2.0,28.0,4.0,2.0
