seed,policy,configuration_id,oracle_lookahead_steps,communication_weight,topology_switch_weight,resynchronization_weight,final_position_rmse,cumulative_task_reward,cumulative_penalized_return,transmitted_messages,dropped_messages,replay_count,resynchronization_count,topology_switch_count
0,keep,"{""communication_delay"":1.0,""decision_interval"":1,""dt"":2.0,""epochs"":4,""maximum_measurement_range"":null,""minimum_topology_dwell"":2,""modalities"":[""RADAR"",""INFRARED"",""OPTICAL""],""nodes"":20,""packet_loss"":0.1,""scenario"":""walker_20_5_3"",""top_k_candidate_neighbors"":2,""walker_maximum_range"":7000000.0}",1,0.0,0.02,0.0,1.3106099914126033,1.5031222100507746,1.5031222100507746,68.0,9.0,75.0,0.0,0.0
0,information_greedy,"{""communication_delay"":1.0,""decision_interval"":1,""dt"":2.0,""epochs"":4,""maximum_measurement_range"":null,""minimum_topology_dwell"":2,""modalities"":[""RADAR"",""INFRARED"",""OPTICAL""],""nodes"":20,""packet_loss"":0.1,""scenario"":""walker_20_5_3"",""top_k_candidate_neighbors"":2,""walker_maximum_range"":7000000.0}",1,0.0,0.02,0.0,1.3106099914126033,1.5031222100507746,1.5031222100507746,68.0,9.0,75.0,0.0,0.0
