condition,node_count,seed,passed,runtime_seconds,position_rmse_m,mean_nees,nees_95_coverage,minimum_covariance_eigenvalue,resynchronization_count,protocol_rejection_count,dropped_message_count,absolute_observation_count,suppressed_absolute_observation_count,target_node_position_rmse_m,failure_reasons
normal,5,0,True,0.6900838000001386,1.5233639582288134,5.095091933233108,1.0,7.326367359095348e-05,0,0,0,55,0,1.0789845938276363,
normal,5,1,True,0.5575673999992432,2.4861012581219333,10.744865855044253,0.7818181818181819,7.326366863814957e-05,0,0,0,55,0,2.6959182618162654,
normal,5,2,True,0.5579006999905687,1.75473588742151,5.640310454321641,0.9454545454545454,7.326371770790291e-05,0,0,0,55,0,1.7225456683054592,
normal,10,0,True,1.115135400003055,2.2942053864080347,7.425052588582577,0.9090909090909091,7.325014994468716e-05,0,0,0,110,0,2.572304104807687,
normal,10,1,True,1.0972486999962712,1.8698042132707362,7.675090308871867,0.9454545454545454,7.324977629281618e-05,0,0,0,110,0,1.3933760306492966,
normal,10,2,True,1.096241099992767,1.8829417183276944,6.394160284538693,0.9363636363636364,7.324990482304207e-05,0,0,0,110,0,2.9818203179230456,
normal,20,0,True,2.1802190999878803,1.864319386851283,6.6459849066407335,0.9363636363636364,7.324861637257634e-05,0,0,0,220,0,1.6282994732529186,
normal,20,1,True,2.2478106999915326,1.9100344807087817,6.585517096278618,0.9136363636363637,7.324867616415879e-05,0,0,0,220,0,1.883607534085963,
normal,20,2,True,2.1951987000065856,2.0342390396798757,7.596982625013204,0.9363636363636364,7.32485842374892e-05,0,0,0,220,0,2.7929165020314315,
