condition,node_count,seed,passed,runtime_seconds,position_rmse_m,mean_nees,nees_95_coverage,minimum_covariance_eigenvalue,resynchronization_count,protocol_rejection_count,dropped_message_count,absolute_observation_count,suppressed_absolute_observation_count,target_node_position_rmse_m,target_pre_dropout_rmse_m,target_dropout_rmse_m,target_post_recovery_rmse_m,navigation_dropout_node_count,affected_nodes_position_rmse_m,affected_nodes_dropout_rmse_m,affected_nodes_post_recovery_rmse_m,failure_reasons
navigation_communication_degradation,5,0,True,0.9037726999958977,1.8874189848885763,4.346277406983926,1.0,7.33122698968192e-05,0,0,12,45,10,1.7943167226517505,2.8947644877698173,1.2928025644621908,0.7999210045800494,2,1.728444826531971,1.5252853813194918,0.7042876683694828,
navigation_communication_degradation,5,1,True,0.8345416000083787,2.801443593837804,8.482096149961025,0.9454545454545454,7.330384203350172e-05,0,0,13,45,10,3.711267896774436,5.362947077212739,3.0573595834342133,2.482455857068083,2,3.1133848440092082,2.404154065471544,1.8044193250982192,
navigation_communication_degradation,5,2,True,0.8211547999962931,2.2495367383488425,5.067599984957576,0.8909090909090909,7.331209947572829e-05,0,0,14,45,10,2.300048075248443,3.495443754282017,1.8687403434238137,1.1657757301826221,2,2.4633322228629,1.9586243440676006,1.4036367082007724,
navigation_communication_degradation,10,0,True,1.5803484000061871,2.7429876978954697,7.310900923740479,0.9090909090909091,7.32423081606612e-05,0,0,23,100,10,3.287859740829897,4.198277882683445,2.9342981295690587,2.7678571327786585,2,3.615022478033251,3.2445597785602995,2.5722506780244085,
navigation_communication_degradation,10,1,True,1.5570868999930099,2.326491406574396,7.232124119472557,0.9,7.324179153579222e-05,0,0,25,100,10,2.23777812724241,3.018498625997293,1.956060627372957,1.6950214019468848,2,2.165529144774431,2.0185068725447577,1.6199101507933467,
navigation_communication_degradation,10,2,True,1.582402500003809,2.337040768917968,5.843756633044883,0.9454545454545454,7.324616632323388e-05,0,0,26,100,10,3.9623593730937876,4.191701731914958,4.0509918407570495,3.5561892112938636,2,3.2703661316703307,2.9795179056382137,2.338141427067046,
navigation_communication_degradation,20,0,True,3.1842070999991847,2.1098457975667695,5.411081752866502,0.9727272727272728,7.322657782849215e-05,0,0,50,210,10,2.595623894112436,4.339193153455085,1.7812591070351385,0.7658732914368462,2,2.020761158550322,1.3821026720267147,0.6128118081815825,
navigation_communication_degradation,20,1,True,3.1942347000003792,2.4953819694474366,7.421466351208953,0.8136363636363636,7.322733207436633e-05,0,0,50,210,10,2.3381845731379887,2.2927262855311374,2.3688361419611925,2.3317713781773373,2,2.390015639317621,2.4541271185013334,1.9050546259247447,
navigation_communication_degradation,20,2,True,3.1899110000085784,2.5697678211025226,8.03094247362309,0.9227272727272727,7.322652650971486e-05,0,0,50,210,10,3.4520138949220858,4.225492170303368,3.3878331846524006,2.590301048079245,2,3.777409762507276,3.167612989170493,2.1452640944181134,
