successful_seeds,failed_seeds,failure_rate,samples,attitude_state_dimension,gyro_measurement_dimension,star_tracker_measurement_dimension,attitude_error_deg_sample_mean,attitude_error_deg_sample_std,attitude_error_deg_sample_p05,attitude_error_deg_sample_p50,attitude_error_deg_sample_p95,attitude_error_deg_seed_mean_mean,attitude_error_deg_seed_mean_std,attitude_error_deg_seed_mean_p05,attitude_error_deg_seed_mean_p50,attitude_error_deg_seed_mean_p95,attitude_nees_sample_mean,attitude_nees_sample_std,attitude_nees_sample_p05,attitude_nees_sample_p50,attitude_nees_sample_p95,attitude_nees_seed_mean_mean,attitude_nees_seed_mean_std,attitude_nees_seed_mean_p05,attitude_nees_seed_mean_p50,attitude_nees_seed_mean_p95,gyro_nis_sample_mean,gyro_nis_sample_std,gyro_nis_sample_p05,gyro_nis_sample_p50,gyro_nis_sample_p95,gyro_nis_seed_mean_mean,gyro_nis_seed_mean_std,gyro_nis_seed_mean_p05,gyro_nis_seed_mean_p50,gyro_nis_seed_mean_p95,star_tracker_nis_sample_mean,star_tracker_nis_sample_std,star_tracker_nis_sample_p05,star_tracker_nis_sample_p50,star_tracker_nis_sample_p95,star_tracker_nis_seed_mean_mean,star_tracker_nis_seed_mean_std,star_tracker_nis_seed_mean_p05,star_tracker_nis_seed_mean_p50,star_tracker_nis_seed_mean_p95,attitude_nees_ratio_to_dimension,gyro_nis_ratio_to_dimension,star_tracker_nis_ratio_to_dimension
30,0,0.0,5490,3,3,3,0.0584390097372674,0.027398669173422163,0.020099604134268576,0.0544075303271135,0.10875735873880243,0.05843900973726741,0.006053446902335954,0.04941646181889385,0.059704636925132976,0.06849319218389238,2.566416797475908,2.127065837661671,0.26149745354535964,2.0139430528901654,7.3651116536768795,2.5664167974759087,0.5449422666863286,1.8183259842594843,2.502548731924098,3.528265078694462,2.665898009822355,2.2589748497023674,0.25077466709425583,2.0822164607716793,6.991095116313648,2.6658980098223544,0.12115900075896739,2.483338470124236,2.6671737087950467,2.819806022041202,2.5187267969564213,2.1186293260616456,0.2846771394173581,1.7851713917559522,6.962498947348045,2.5187267969564213,0.32102108505899385,1.9898990214198211,2.5191584362001427,2.9751284329276957,0.8554722658253026,0.8886326699407849,0.8395755989854737
