seed,policy,oracle_lookahead_steps,communication_weight,topology_switch_weight,resynchronization_weight,final_position_rmse,cumulative_task_reward,cumulative_penalized_return,transmitted_messages,dropped_messages,replay_count,resynchronization_count,topology_switch_count
0,keep,2,0.0,0.02,0.0,0.7639186815081456,1.9457236331909373,1.9457236331909373,113.0,10.0,117.0,0.0,0.0
0,information_greedy,2,0.0,0.02,0.0,0.7639186815081456,1.9457236331909373,1.9457236331909373,113.0,10.0,117.0,0.0,0.0
1,keep,2,0.0,0.02,0.0,0.7016624220745292,2.5296173151264423,2.5296173151264423,113.0,13.0,114.0,0.0,0.0
1,information_greedy,2,0.0,0.02,0.0,0.7016624220745292,2.5296173151264423,2.5296173151264423,113.0,13.0,114.0,0.0,0.0
2,keep,2,0.0,0.02,0.0,0.8042991200077604,2.024521544619907,2.024521544619907,112.0,12.0,116.0,0.0,0.0
2,information_greedy,2,0.0,0.02,0.0,0.8042991200077604,2.024521544619907,2.024521544619907,112.0,12.0,116.0,0.0,0.0
