packet_loss_rate,delay,method,runs,successful_runs,failure_rate,position_rmse_mean,position_rmse_std,position_rmse_p05,position_rmse_p50,position_rmse_p95,velocity_rmse_mean,velocity_rmse_std,velocity_rmse_p05,velocity_rmse_p50,velocity_rmse_p95,mean_angle_nis_mean,mean_angle_nis_std,mean_angle_nis_p05,mean_angle_nis_p50,mean_angle_nis_p95,mean_orbit_nees_mean,mean_orbit_nees_std,mean_orbit_nees_p05,mean_orbit_nees_p50,mean_orbit_nees_p95,pre_ci_position_rmse_mean,pre_ci_position_rmse_std,pre_ci_position_rmse_p05,pre_ci_position_rmse_p50,pre_ci_position_rmse_p95,pre_ci_velocity_rmse_mean,pre_ci_velocity_rmse_std,pre_ci_velocity_rmse_p05,pre_ci_velocity_rmse_p50,pre_ci_velocity_rmse_p95,pre_ci_mean_orbit_nees_mean,pre_ci_mean_orbit_nees_std,pre_ci_mean_orbit_nees_p05,pre_ci_mean_orbit_nees_p50,pre_ci_mean_orbit_nees_p95,ci_position_gain_mean,ci_position_gain_std,ci_position_gain_p05,ci_position_gain_p50,ci_position_gain_p95,ci_velocity_gain_mean,ci_velocity_gain_std,ci_velocity_gain_p05,ci_velocity_gain_p50,ci_velocity_gain_p95,mean_attitude_error_deg_mean,mean_attitude_error_deg_std,mean_attitude_error_deg_p05,mean_attitude_error_deg_p50,mean_attitude_error_deg_p95,average_delay_mean,average_delay_std,average_delay_p05,average_delay_p50,average_delay_p95,realized_packet_loss_rate_mean,realized_packet_loss_rate_std,realized_packet_loss_rate_p05,realized_packet_loss_rate_p50,realized_packet_loss_rate_p95,position_rmse_win_rate,velocity_rmse_win_rate,angle_nis_consistency_win_rate
0.0,0.0,truth_attitude,30,30,0.0,0.49158459317276154,0.08947111363661217,0.36774768230123545,0.49589219515525584,0.6323504556496364,0.00259397055718577,0.0005652778465467262,0.0019110860875026627,0.0025192479089159543,0.0037251828388930527,1.6825733418440978,0.11148440043975016,1.5263301075004294,1.6535953963570444,1.8659562641492564,0.002296063146190824,0.000924317611744696,0.0012561228496718512,0.002105836708035033,0.004261091378248371,0.4943097207936214,0.08439621799180272,0.3818513346681612,0.4936494738428313,0.6211691228719816,0.002669165337163273,0.00042541105659494834,0.002120464962089723,0.002601849997756035,0.0034772305603124757,0.002350814653661115,0.0006916991180980766,0.0015118777853731166,0.0022210608930147042,0.00366774946329778,0.0027251276208598,0.014721957823809468,-0.015047780881670707,-9.611051446950514e-06,0.025427963569777893,7.519477997750371e-05,0.0003277377494964373,-0.0004452061472085904,0.00012275615452884297,0.0006154140856278397,0.05843900973726741,0.006053446902335956,0.04941646181889385,0.059704636925132976,0.06849319218389238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,0.0,mekf_with_covariance,30,30,0.0,0.3935077507711321,0.046861149946130776,0.33058548141897065,0.3915650094867155,0.4617289706192591,0.003025870416488573,0.0005079975331624278,0.0022720562591282884,0.002911090666416238,0.0037971294800195105,1.5099396295144858,0.38905911463035137,1.0148871879688572,1.4300629887733969,2.2945297155403805,0.0027998182498814366,0.0008783797280388782,0.0016054204353317763,0.0025912583099798217,0.0040266524457002895,0.40542809780548084,0.04160999209968988,0.35288810102021906,0.4028180333448363,0.45568069048012844,0.00435964685645877,0.0009222882711544145,0.0032683843771218624,0.004237946336324906,0.005809426526530639,0.00549295575239393,0.002254283474266278,0.0030862519005538307,0.004955672896853426,0.009286909830547063,0.0119203470343489,0.016904608072257576,-0.00756592641841374,0.009799562321457345,0.03506519375336617,0.0013337764399701962,0.000752600152211194,0.00030144352362888237,0.0012828723232770744,0.0027422636658694577,0.05843900973726741,0.006053446902335956,0.04941646181889385,0.059704636925132976,0.06849319218389238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,0.0,mekf_without_covariance,30,30,0.0,0.5225455251627724,0.09831690043730253,0.39804211909891457,0.5031047402785862,0.693896606393038,0.003369987071687564,0.0006399101010350054,0.002623092009173475,0.0032879264650842238,0.004577275788774034,7.252226277506479,1.7699764696960347,5.142511662025799,6.916373991040652,10.542449040921866,0.0037454774550932488,0.0013511424181085277,0.0022793962250916024,0.003578927056363786,0.006457913552003855,0.5222411085758811,0.09756758944620883,0.39589241293783706,0.5029705249593311,0.703674638094877,0.004775862160500036,0.0010474202221429148,0.0034235413583767684,0.004607106937512645,0.006458479050261305,0.007254503100010908,0.003101482559113262,0.0036712242675126833,0.006592761964298099,0.012637820050425717,-0.00030441658689143726,0.011038462695696553,-0.013266689783745482,-0.0011622702680570973,0.015314656423430821,0.0014058750888124717,0.0008396183184419601,0.0003685493494198135,0.0011832887760761864,0.002528485018935962,0.05843900973726741,0.006053446902335956,0.04941646181889385,0.059704636925132976,0.06849319218389238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,0.0,mekf_with_covariance_local_only,30,30,0.0,0.4563737194149643,0.05025736486161726,0.3827162628112379,0.4540627478850903,0.5411210076573271,0.00349159009299623,0.0004483653339561361,0.0028687753660138786,0.0035192956238962046,0.004170932512241129,0.9511332945337442,0.10979618865801935,0.7850882366550725,0.9290128405691187,1.1257494073382444,0.003725050288135812,0.0008914270756096646,0.002562509360503977,0.003685061930274466,0.0051753403992311296,0.4563737194149643,0.05025736486161726,0.3827162628112379,0.4540627478850903,0.5411210076573271,0.00349159009299623,0.0004483653339561361,0.0028687753660138786,0.0035192956238962046,0.004170932512241129,0.003725050288135812,0.0008914270756096646,0.002562509360503977,0.003685061930274466,0.0051753403992311296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05843900973726741,0.006053446902335956,0.04941646181889385,0.059704636925132976,0.06849319218389238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,0.0,paired_covariance_effect,30,30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9333333333333333,0.8666666666666667,1.0
0.0,2.0,truth_attitude,30,30,0.0,0.4532466486339876,0.06885437041884195,0.3537870500781166,0.4421834015039602,0.5584551216019935,0.002525918317838515,0.00047194644059560454,0.0019519928401700267,0.002478726152258596,0.0033878258052702343,1.7240533129966606,0.11400771920301063,1.5591852912310078,1.7156236911227745,1.8870449513013947,0.0020984684490016536,0.0007431696137700763,0.001274717753557479,0.002006447264304779,0.003548891940368123,0.4567152281094528,0.06711034729973074,0.3593498883220762,0.44297061854474873,0.554553332869416,0.0027331848556777665,0.0005261112354264846,0.0021205972981119476,0.002593773928079635,0.0036953284238705904,0.002434207516695409,0.0009087395331141003,0.0014598037573261397,0.002094350865566622,0.004185130989193426,0.003468579475465041,0.004858657213804717,-0.00576347372386915,0.00329523084784647,0.009699982660387442,0.00020726653783925133,0.00018305067994673065,-4.9224540672548536e-05,0.0002087267818767645,0.0005019352541285274,0.05843900973726741,0.006053446902335956,0.04941646181889385,0.059704636925132976,0.06849319218389238,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,2.0,mekf_with_covariance,30,30,0.0,0.4394061513590215,0.03502390387351686,0.38629087945267176,0.4431181182530448,0.49088391490343103,0.0031579041559408067,0.000486721192622894,0.0025416027031817737,0.00325775935970364,0.0038259002752409786,1.0822288005107665,0.23503772669739026,0.7981385762343627,1.031174105391524,1.498467290657817,0.0030603048133642716,0.0008708302316189157,0.0020206130374714635,0.003187839157588573,0.004337541849297476,0.4431108682855202,0.035444815166836605,0.3888286417793066,0.44694602832658165,0.4962873780441359,0.003299615726300705,0.0004484749508789397,0.0027079704049047266,0.003343601231332808,0.003977440698244463,0.0033199237372201016,0.0008314591617219923,0.002223046622604263,0.003347435771510411,0.004610800760352618,0.0037047169264987968,0.003325937665690907,-0.0004030457044288671,0.0036424245448066495,0.010137099461022179,0.00014171157035989813,0.00017498582684869482,-5.7438560916489215e-05,0.00011535428355458652,0.00043281032328976155,0.05843900973726741,0.006053446902335956,0.04941646181889385,0.059704636925132976,0.06849319218389238,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,2.0,mekf_without_covariance,30,30,0.0,0.47510522287852325,0.07409500714566103,0.36289675296475554,0.4673854880663342,0.5811065513383923,0.003415568878047306,0.00047609220793268063,0.0027424809271139943,0.00338705600655326,0.0041887575236836,5.410496219177285,1.1043083932876987,4.009731110421267,5.169447494744386,7.198456798638472,0.0037094630145341795,0.0009767894232690386,0.002384291360955658,0.0036143058123307347,0.005422379558384231,0.47717667504898575,0.0722072873377664,0.3691435943050204,0.47160790162649896,0.5753666395418487,0.0035445066255922236,0.0004868092525770536,0.0029407703377449493,0.0034768228821710837,0.0043451686992289195,0.003977052161395495,0.0010458283004084045,0.002641204385406997,0.0038055985062453637,0.005853744999728155,0.0020714521704625123,0.005676847478524024,-0.009895561926841634,0.0038588110852560975,0.00797535649055307,0.00012893774754491798,0.00017428587746404518,-0.0001322367367907984,0.0001106578291519048,0.0003819259720222936,0.05843900973726741,0.006053446902335956,0.04941646181889385,0.059704636925132976,0.06849319218389238,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,2.0,mekf_with_covariance_local_only,30,30,0.0,0.4563737194149643,0.05025736486161726,0.3827162628112379,0.4540627478850903,0.5411210076573271,0.00349159009299623,0.0004483653339561361,0.0028687753660138786,0.0035192956238962046,0.004170932512241129,0.9511332945337442,0.10979618865801935,0.7850882366550725,0.9290128405691187,1.1257494073382444,0.003725050288135812,0.0008914270756096646,0.002562509360503977,0.003685061930274466,0.0051753403992311296,0.4563737194149643,0.05025736486161726,0.3827162628112379,0.4540627478850903,0.5411210076573271,0.00349159009299623,0.0004483653339561361,0.0028687753660138786,0.0035192956238962046,0.004170932512241129,0.003725050288135812,0.0008914270756096646,0.002562509360503977,0.003685061930274466,0.0051753403992311296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05843900973726741,0.006053446902335956,0.04941646181889385,0.059704636925132976,0.06849319218389238,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,2.0,paired_covariance_effect,30,30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.8333333333333334,1.0
