condition_seed,noise_seed,node_count,trajectory,decision_index,action_id,action_kind,action_probability,counterfactual_task_gain,communication_penalty,resynchronization_penalty,topology_switch_penalty,training_objective,objective_gain_over_keep
1505,0,5,policy,0,2,swap,0.007278797682374716,-0.04845083290429231,0.0031666666666666666,0.0004,0.001,-0.05301749957095897,-0.049350832904292305
1505,0,5,policy,0,20,add,0.1278192400932312,-0.0006871007890072445,0.0045000000000000005,0.0004,0.001,-0.006587100789007245,-0.0029204341223405786
1505,0,5,policy,0,22,swap,0.0033226562663912773,0.07419708629571109,0.0035,0.0004,0.001,0.06929708629571109,0.07296375296237775
1505,0,5,policy,3,0,keep,1.0,0.0,0.005333333333333333,0.0,0.0,-0.005333333333333333,0.0
1505,0,5,policy,6,0,keep,0.11182989925146103,0.0,0.006500000000000001,0.0,0.0,-0.006500000000000001,0.0
1505,0,5,policy,6,1,add,0.2487456500530243,0.0003639374975415999,0.007500000000000001,0.0004,0.001,-0.008536062502458402,-0.002036062502458401
1505,0,5,policy,6,2,swap,0.00747788418084383,-0.010446979623894515,0.006500000000000001,0.0004,0.001,-0.018346979623894515,-0.011846979623894515
1505,0,5,policy,6,17,add,0.24589014053344727,0.0011197941164776681,0.007333333333333333,0.0004,0.001,-0.007613539216855665,-0.0011135392168556647
1505,0,5,policy,6,24,swap,0.004500242415815592,-0.016586453806163748,0.006333333333333333,0.0004,0.001,-0.024319787139497083,-0.017819787139497084
1505,0,5,policy,6,25,remove,0.003722371533513069,-0.010940419019438874,0.0055000000000000005,0.0,0.001,-0.017440419019438876,-0.010940419019438876
1505,0,5,policy,6,31,remove,0.0028709694743156433,-0.01755767926537144,0.0055000000000000005,0.0,0.001,-0.024057679265371442,-0.01755767926537144
1505,0,5,policy,9,0,keep,1.0,0.0,0.004,0.0,0.0,-0.004,0.0
1506,0,20,keep,0,0,keep,0.05839415639638901,0.0,0.004125,0.0,0.0,-0.004125,0.0
1506,0,20,keep,0,1,add,0.09284045547246933,-3.175982589209703e-05,0.004375,0.0001,0.001,-0.005506759825892098,-0.0013817598258920975
1506,0,20,keep,0,2,swap,0.0012555763823911548,-0.0019863081940239002,0.004166666666666667,0.0001,0.001,-0.007252974860690567,-0.003127974860690567
1506,0,20,keep,0,50,add,0.09561806172132492,-0.001621099103795265,0.004375,0.0001,0.001,-0.007096099103795266,-0.0029710991037952654
1506,0,20,keep,0,52,swap,0.0016327943885698915,0.011338974847891592,0.004125,0.0001,0.001,0.0061139748478915915,0.010238974847891592
1506,0,20,keep,3,0,keep,0.06146227568387985,0.0,0.004416666666666667,0.0,0.0,-0.004416666666666667,0.0
1506,0,20,keep,3,1,add,0.09129966795444489,-0.00171317217325484,0.004666666666666667,0.0001,0.001,-0.007479838839921507,-0.0030631721732548405
1506,0,20,keep,3,2,swap,0.0014804481761530042,-0.001230388943464833,0.004416666666666667,0.0001,0.001,-0.0067470556101315,-0.0023303889434648332
1506,0,20,keep,3,50,add,0.0952761322259903,0.003194201134417707,0.004666666666666667,0.0001,0.001,-0.0025724655322489605,0.0018442011344177063
1506,0,20,keep,3,52,swap,0.001536937546916306,0.0028658037744919707,0.004416666666666667,0.0001,0.001,-0.0026508628921746965,0.0017658037744919704
1506,0,20,keep,6,0,keep,0.06197961047291756,0.0,0.004208333333333333,0.0,0.0,-0.004208333333333333,0.0
1506,0,20,keep,6,1,add,0.0896361917257309,-0.001048125697260538,0.004458333333333333,0.0001,0.001,-0.0066064590305938715,-0.0023981256972605385
1506,0,20,keep,6,2,swap,0.00131851842161268,-0.002150631938821146,0.004208333333333333,0.0001,0.001,-0.007458965272154479,-0.003250631938821146
1506,0,20,keep,6,50,add,0.0939868912100792,0.002374966455304328,0.004458333333333333,0.0001,0.001,-0.003183366878029005,0.001024966455304328
1506,0,20,keep,6,52,swap,0.0017498026136308908,0.0005156182855496905,0.004208333333333333,0.0001,0.001,-0.004792715047783643,-0.0005843817144503098
1506,0,20,keep,9,0,keep,0.06295205652713776,0.0,0.0023750000000000004,0.0,0.0,-0.0023750000000000004,0.0
1506,0,20,keep,9,1,add,0.08780268579721451,2.261320778274012e-05,0.0025416666666666665,0.0001,0.001,-0.003619053458883926,-0.0012440534588839258
1506,0,20,keep,9,2,swap,0.001390113146044314,0.0002668184367209392,0.0024166666666666664,0.0001,0.001,-0.003249848229945727,-0.0008748482299457266
1506,0,20,keep,9,50,add,0.09537965059280396,0.0014955815999335709,0.0025416666666666665,0.0001,0.001,-0.0021460850667330954,0.00022891493326690493
1506,0,20,keep,9,52,swap,0.0018587034428492188,0.00018483963124871217,0.0024166666666666664,0.0001,0.001,-0.003331827035417954,-0.0009568270354179537
1506,0,20,policy,0,0,keep,0.05839415639638901,0.0,0.004125,0.0,0.0,-0.004125,0.0
1506,0,20,policy,0,1,add,0.09284045547246933,-3.175982589209703e-05,0.004375,0.0001,0.001,-0.005506759825892098,-0.0013817598258920975
1506,0,20,policy,0,2,swap,0.0012555763823911548,-0.0019863081940239002,0.004166666666666667,0.0001,0.001,-0.007252974860690567,-0.003127974860690567
1506,0,20,policy,0,50,add,0.09561806172132492,-0.001621099103795265,0.004375,0.0001,0.001,-0.007096099103795266,-0.0029710991037952654
1506,0,20,policy,0,52,swap,0.0016327943885698915,0.011338974847891592,0.004125,0.0001,0.001,0.0061139748478915915,0.010238974847891592
1506,0,20,policy,3,0,keep,1.0,0.0,0.004875,0.0,0.0,-0.004875,0.0
1506,0,20,policy,6,0,keep,0.07607609778642654,0.0,0.004958333333333333,0.0,0.0,-0.004958333333333333,0.0
1506,0,20,policy,6,1,add,0.13871534168720245,-0.0010715617068768335,0.005208333333333333,0.0001,0.001,-0.007379895040210167,-0.002421561706876834
1506,0,20,policy,6,2,swap,0.0006982236518524587,-0.0021986690873645465,0.004958333333333333,0.0001,0.001,-0.008257002420697879,-0.003298669087364546
1506,0,20,policy,6,76,add,0.13768421113491058,0.006462748680848618,0.005208333333333333,0.0001,0.001,0.00015441534751528476,0.005112748680848617
1506,0,20,policy,6,85,swap,0.0012571808183565736,0.006635350510520555,0.004958333333333333,0.0001,0.001,0.0005770171771872217,0.005535350510520554
1506,0,20,policy,6,86,remove,0.0013218290405347943,0.006900661097203331,0.004750000000000001,0.0,0.001,0.0011506610972033303,0.006108994430536663
1506,0,20,policy,6,93,remove,0.001435781829059124,-0.0007427938656614508,0.0047083333333333335,0.0,0.001,-0.006451127198994784,-0.0014927938656614514
1506,0,20,policy,9,0,keep,0.894581139087677,0.0,0.0028333333333333335,0.0,0.0,-0.0028333333333333335,0.0
1506,0,20,policy,9,111,remove,0.10541882365942001,-4.060968450403379e-09,0.0027916666666666667,0.0,0.001,-0.003791670727635117,-0.0009583373943017836
