condition_seed,noise_seed,node_count,trajectory,decision_index,action_id,action_kind,action_probability,counterfactual_task_gain,communication_penalty,resynchronization_penalty,topology_switch_penalty,training_objective,objective_gain_over_keep
1505,0,5,keep,3,22,swap,0.0026834055315703154,-0.002268801526235098,0.0038333333333333336,0.0004,0.001,-0.007502134859568432,-0.0035021348595684317
1505,0,5,keep,6,0,keep,0.08689183741807938,0.0,0.004,0.0,0.0,-0.004,0.0
1505,0,5,keep,6,1,add,0.13506342470645905,0.0015607637652694795,0.004333333333333333,0.0004,0.001,-0.004172569568063854,-0.0001725695680638538
1505,0,5,keep,6,2,swap,0.010395994409918785,-0.002325493404806256,0.0033333333333333335,0.0004,0.001,-0.00705882673813959,-0.00305882673813959
1505,0,5,keep,6,20,add,0.12922954559326172,0.0018027516365205498,0.004833333333333333,0.0004,0.001,-0.004430581696812783,-0.000430581696812783
1505,0,5,keep,6,22,swap,0.00466638058423996,0.01443882771730387,0.0038333333333333336,0.0004,0.001,0.009205494383970537,0.013205494383970538
1505,0,5,keep,9,0,keep,0.08604251593351364,0.0,0.0021666666666666666,0.0,0.0,-0.0021666666666666666,0.0
1505,0,5,keep,9,1,add,0.12692460417747498,0.0018354323492363323,0.0026666666666666666,0.0004,0.001,-0.002231234317430334,-6.456765076366753e-05
1505,0,5,keep,9,2,swap,0.007212297525256872,-0.006224695228930099,0.002,0.0004,0.001,-0.0096246952289301,-0.007458028562263433
1505,0,5,keep,9,20,add,0.1289457231760025,0.0010711512609499207,0.0026666666666666666,0.0004,0.001,-0.002995515405716746,-0.0008288487390500795
1505,0,5,keep,9,22,swap,0.0033559270668774843,0.003407834624038819,0.0021666666666666666,0.0004,0.001,-0.00015883204262784746,0.002007834624038819
1505,0,5,policy,0,0,keep,0.08252781629562378,0.0,0.0036666666666666666,0.0,0.0,-0.0036666666666666666,0.0
1505,0,5,policy,0,1,add,0.1273822784423828,0.012346581556050618,0.004166666666666667,0.0004,0.001,0.006779914889383952,0.010446581556050619
