condition,node_count,seed,passed,runtime_seconds,position_rmse_m,mean_nees,nees_95_coverage,minimum_covariance_eigenvalue,resynchronization_count,protocol_rejection_count,dropped_message_count,absolute_observation_count,suppressed_absolute_observation_count,target_node_position_rmse_m,target_pre_dropout_rmse_m,target_dropout_rmse_m,target_post_recovery_rmse_m,failure_reasons
absolute_navigation_dropout,5,0,True,0.7078253999934532,1.3817613986457264,4.224825314847864,1.0,7.332002903144151e-05,0,0,0,50,5,1.0827585017713321,1.4930512033900007,1.070961315913415,0.39733668174951436,
absolute_navigation_dropout,5,1,True,0.6354416999965906,2.345559869890561,8.556543504415608,0.9818181818181818,7.331813527271674e-05,0,0,0,50,5,2.47432276121285,3.9374345558556603,1.933921215172455,0.843519495093131,
absolute_navigation_dropout,5,2,True,0.6119364000041969,1.6636384982563415,4.829316276132941,1.0,7.33199408263156e-05,0,0,0,50,5,1.633978244771485,1.855529420674923,1.7953748022177216,0.9870684294227471,
absolute_navigation_dropout,10,0,True,1.171447899992927,2.294516694126503,7.298874971379539,0.9545454545454546,7.32500151814843e-05,0,0,0,105,5,2.8643828700427716,4.311873532747908,2.31896797255472,1.5902577476864752,
absolute_navigation_dropout,10,1,True,1.1511952000000747,1.8582542489400127,6.8972604328009375,0.9636363636363636,7.324978126060813e-05,0,0,0,105,5,1.6474446001819036,2.1428153912547674,1.343968914975776,1.5328160568327438,
absolute_navigation_dropout,10,2,True,1.2368554999993648,1.8268770657982978,5.948966623793711,0.9727272727272728,7.324994101678639e-05,0,0,0,105,5,2.908690775000598,4.05407703422727,2.5821450413438325,1.8638057301553448,
absolute_navigation_dropout,20,0,True,2.508541699993657,1.7316799195109402,6.206039026573169,0.9636363636363636,7.324869147099971e-05,0,0,0,215,5,2.1501259591416892,2.20424049630993,2.2037062916857266,1.9996518401237109,
absolute_navigation_dropout,20,1,True,2.2884339000011096,1.9954164035388036,7.373010264481892,0.7863636363636364,7.324869339887624e-05,0,0,0,215,5,2.0673101709275605,2.4627318584471576,2.269968941612323,1.008719513669239,
absolute_navigation_dropout,20,2,True,2.2907101000018883,2.027261453501725,6.942038306575443,0.9318181818181818,7.32487613223571e-05,0,0,0,215,5,3.5288122640114197,4.324327140142397,3.5260528502470345,2.4975332351755175,
