seed,mode,angle_sigma_deg,process_noise,baseline_position_rmse,baseline_velocity_rmse,algorithm,position_rmse,velocity_rmse,position_improvement_pct,velocity_ratio,mean_nees,mean_nis,sat_01_position_rmse,sat_01_velocity_rmse,sat_02_position_rmse,sat_02_velocity_rmse,sat_03_position_rmse,sat_03_velocity_rmse
20260729,combined,0.2,1e-08,28.773858255441734,0.025595737353267464,centralized,3.688194019768718,0.1203494657451426,87.18213599640846,4.701933922985001,15.490980233724786,16.24282438670786,2.3321298389141045,0.141705913581083,4.339516879744489,0.0726578739231454,4.39293534064756,0.14668460973119943
20260729,combined,0.2,1e-08,28.773858255441734,0.025595737353267464,local_6d,10.476599134020672,0.045393853476086814,63.58987021825852,1.7734927050379343,28054.908201093283,3.2239158070289227,10.504773999113798,0.04824739575037025,10.518076650321982,0.04030661714744852,10.406946752626236,0.04762754753044165
20260729,combined,0.2,1e-08,28.773858255441734,0.025595737353267464,fleet_ci,5.344667756886344,0.10617743484204001,81.42526556765965,4.148246771585416,31.6879893829067,6.0327527527053935,2.405039189698981,0.10749030783772938,7.469849561631888,0.14492165362177584,6.159114519328163,0.06612034306661477
20260729,combined,0.2,1e-07,28.773858255441734,0.025595737353267464,centralized,3.651966392997943,0.12022998071957929,87.30804065072755,4.697265761880118,14.530363613724337,15.647174062086394,2.3307912736138303,0.14182177145271174,4.27294750093965,0.07193468977476603,4.352160404440348,0.14693348093126007
20260729,combined,0.2,1e-07,28.773858255441734,0.025595737353267464,local_6d,10.476689889511979,0.045435971519646984,63.58955480872775,1.7751382151077895,23171.29071770657,3.1911875481283283,10.50222333638187,0.04816952091410375,10.521713805136601,0.04051674993401137,10.406132527017464,0.04762164371082583
20260729,combined,0.2,1e-07,28.773858255441734,0.025595737353267464,fleet_ci,5.339511174267316,0.10614391907368474,81.4431866353637,4.146937343851701,31.37718962397067,5.952143132300513,2.3994226046781053,0.10746998292779697,7.463980017007414,0.14493799329369572,6.155130901116429,0.0660237809995615
20260729,combined,0.2,1e-06,28.773858255441734,0.025595737353267464,centralized,3.555516935654822,0.12190499704890885,87.6432388590696,4.762706983838732,13.180350451900583,14.881420472912994,2.3261000162426773,0.14311203467860364,4.145988736628168,0.07103826172825957,4.194462054093621,0.15156469473986334
20260729,combined,0.2,1e-06,28.773858255441734,0.025595737353267464,local_6d,10.491536074909222,0.04595867279850837,63.53795872013425,1.7955596341764088,17831.69719767166,3.059396902135235,10.509567624424884,0.048328621281937656,10.543538218498492,0.04145053513396679,10.421502381804288,0.04809686197962064
20260729,combined,0.2,1e-06,28.773858255441734,0.025595737353267464,fleet_ci,5.328590807888344,0.10619760035851762,81.48113902354199,4.149034618256887,30.199805505944216,5.742052973894318,2.3862270796787284,0.10756156843137227,7.443474349440134,0.14527000770436907,6.156070994546169,0.06576122493981154
20260729,combined,0.5,1e-08,28.773858255441734,0.025595737353267464,centralized,3.3409611180330256,0.06522024060226272,88.3889011742067,2.548089930057707,9.608115286031838,4.450354992631457,2.361800563067708,0.06876761822706479,4.71917804467907,0.05546520061168265,2.9419047463523,0.07142790296804076
20260729,combined,0.5,1e-08,28.773858255441734,0.025595737353267464,local_6d,11.093890891946373,0.05698369452238253,61.44454875164929,2.226296267066054,6608.870950390812,3.3438937447829553,11.164101516618267,0.058584080833537486,11.127105024944058,0.05122416467481455,10.990466134276797,0.061142838058795564
20260729,combined,0.5,1e-08,28.773858255441734,0.025595737353267464,fleet_ci,3.813550050839621,0.054698508750322256,86.74647655179021,2.1370163318752615,11.787997249963187,2.3186673225026557,2.3802302357724274,0.059795231138067576,5.600831390177301,0.0555867119375038,3.4595885265691355,0.048713583175395404
20260729,combined,0.5,1e-07,28.773858255441734,0.025595737353267464,centralized,3.3406840036864485,0.06566511115391839,88.38986425098325,2.565470580027491,9.529258148153065,4.415072583983146,2.3661202749473884,0.06901256015529278,4.720341051968664,0.055986712449148233,2.935590684143292,0.07199606085731415
20260729,combined,0.5,1e-07,28.773858255441734,0.025595737353267464,local_6d,11.09509678924668,0.05703460357181287,61.44035780412463,2.2282852329914236,6119.519879661513,3.3200791126734064,11.163328083935275,0.05856261148281695,11.130624238452478,0.05136571840274181,10.991338045352286,0.061175480829879864
20260729,combined,0.5,1e-07,28.773858255441734,0.025595737353267464,fleet_ci,3.812807483339991,0.054724357198110196,86.74905725366563,2.13802620502059,11.721284371747641,2.3040455715284685,2.3790017326246895,0.05973526392331853,5.599102010890725,0.055766038155144734,3.4603187065045575,0.04867176951586731
20260729,combined,0.5,1e-06,28.773858255441734,0.025595737353267464,centralized,3.3372568010009,0.068618085205445,88.40177507175369,2.680840339092066,9.2930195151045,4.300040029035641,2.3838967863029414,0.07110608340660457,4.7274994658304506,0.05905388800775685,2.900374150869307,0.07569428420197358
20260729,combined,0.5,1e-06,28.773858255441734,0.025595737353267464,local_6d,11.121253856982996,0.057733921971272716,61.34945213723733,2.2556069072924205,5260.937345217329,3.2182089567202183,11.183708137509784,0.05906474377471819,11.162235494174432,0.052266620394129194,11.017817939264775,0.06187040174497077
20260729,combined,0.5,1e-06,28.773858255441734,0.025595737353267464,fleet_ci,3.8126811833993752,0.054844739279562266,86.74949619355161,2.142729413206804,11.320040562224087,2.247118981190792,2.3724917132277996,0.059770355453896716,5.595348670776465,0.05640567291678922,3.470203166193861,0.04835818946800086
