seed,mode,angle_sigma_deg,process_noise,baseline_position_rmse,baseline_velocity_rmse,algorithm,position_rmse,velocity_rmse,position_improvement_pct,velocity_ratio,mean_nees,mean_nis,sat_01_position_rmse,sat_01_velocity_rmse,sat_02_position_rmse,sat_02_velocity_rmse,sat_03_position_rmse,sat_03_velocity_rmse
20260729,combined,1.0,1e-07,28.773858255441734,0.025595737353267464,centralized,3.5539326978572716,0.04890412021260198,87.64874468238841,1.9106353350027265,10.40226860105185,2.3990254026930065,2.350009346148234,0.05049393188244383,5.371290372839872,0.044205215466529044,2.9404983745837074,0.052013213288833064
20260729,combined,1.0,1e-07,28.773858255441734,0.025595737353267464,local_6d,11.25316579452082,0.05132468638792445,60.891008447250506,2.005204447895013,2277.8497670201573,3.3195337383246923,11.316183089505158,0.052271411057001775,11.277246252796477,0.04545205438214611,11.166068041260829,0.056250593724625465
20260729,combined,1.0,1e-07,28.773858255441734,0.025595737353267464,fleet_ci,3.5848559796929074,0.04331148605329168,87.54127462550164,1.6921366810228924,9.241675422865546,1.7018724973342925,2.351626826530076,0.04914450994584825,5.295640792700512,0.03441861744623107,3.1073003198481346,0.04637133076779572
20260729,combined,2.0,1e-07,28.773858255441734,0.025595737353267464,centralized,3.7004602247687948,0.043737609262917504,87.13950631188308,1.7087848909863153,10.269515802084042,1.8322428323338042,2.3287157490871175,0.04546553901352069,5.7231063466877155,0.036392897433579666,3.0495585785315513,0.04935439134165214
20260729,combined,2.0,1e-07,28.773858255441734,0.025595737353267464,local_6d,11.156284957597714,0.03598545720889918,61.22770586218541,1.4059160207902899,1108.540668109769,3.3036408396767296,11.236418177866115,0.03969603350316119,11.193177025972838,0.02842064089106806,11.039259668954188,0.03983969723246831
20260729,combined,2.0,1e-07,28.773858255441734,0.025595737353267464,fleet_ci,3.6124249927410066,0.040284331078177534,87.4454619166068,1.5738687470566255,7.807001399038233,1.507756707323386,2.3403105592278712,0.04504592159530509,5.409305261869503,0.031184697089633978,3.0876591571256458,0.04462237454959354
20260730,combined,1.0,1e-07,28.773858255441734,0.025595737353267464,centralized,3.4193683083251507,0.05976800074883987,88.11640664255209,2.3350763419679366,9.677750538998563,2.4672704463420643,2.8618712307761585,0.058823493924134385,3.6008403150080595,0.052196061068412125,3.7953933791912347,0.06828444725397308
20260730,combined,1.0,1e-07,28.773858255441734,0.025595737353267464,local_6d,9.749697071904578,0.02822638156022625,66.11612879527301,1.102776652637552,1707.7244676404016,3.617300001145008,9.985597611746206,0.03360788583017315,9.523774123428185,0.027995316711800854,9.73971948053934,0.023075942138704748
20260730,combined,1.0,1e-07,28.773858255441734,0.025595737353267464,fleet_ci,3.2891344770552133,0.06252607734641782,88.56901828091416,2.4428316513583836,8.61842007762805,1.9570913037092985,2.882105686077852,0.05756626275140129,4.504486822945159,0.07367488676699221,2.4808109221426284,0.056337082520859984
20260730,combined,2.0,1e-07,28.773858255441734,0.025595737353267464,centralized,3.381837599042609,0.05711199165702591,88.24683999962699,2.2313087085078713,8.455957620079666,1.9210721634550936,2.855376022527271,0.05433756385629052,3.7136496589664314,0.060727942938890785,3.5764871156341247,0.05627046817589642
