information_id,timestamp,observer_id,target_id,modality,navigation_discrepancy,navigation_quality,frontend_quality,shadow_quality,feedback_quality,valid
sat_p03_s01->sat_p04_s01:infrared:0,0.0,sat_p03_s01,sat_p04_s01,INFRARED,0.0,1.0,0.6398788069341995,0.6398788069341995,1.0,True
sat_p03_s01->sat_p04_s01:infrared:1,2.0,sat_p03_s01,sat_p04_s01,INFRARED,4.259431686807031e-05,0.9834714529294732,0.6132696119740786,0.6031331563256414,0.6398788069341995,True
sat_p03_s01->sat_p04_s01:infrared:2,4.0,sat_p03_s01,sat_p04_s01,INFRARED,9.81628502685012e-05,0.9999999951820274,0.593462335812761,0.5934623329534757,0.6031331563256414,True
sat_p03_s01->sat_p04_s01:infrared:3,6.0,sat_p03_s01,sat_p04_s01,INFRARED,0.0009968477585479407,0.9834709651812653,0.5839996476894482,0.5743466971786606,0.5934623329534757,True
sat_p03_s01->sat_p04_s01:infrared:4,8.0,sat_p03_s01,sat_p04_s01,INFRARED,0.0009889595073153336,0.999999510979666,0.6212001136037923,0.6211998098243053,0.5743466971786606,True
sat_p03_s01->sat_p04_s01:infrared:5,10.0,sat_p03_s01,sat_p04_s01,INFRARED,0.0018131407630612086,0.9834698372518605,0.6439470637654885,0.6333025140002584,0.6211998098243053,True
sat_p03_s01->sat_p04_s01:infrared:6,12.0,sat_p03_s01,sat_p04_s01,INFRARED,0.0018354736734393698,0.9999983155196158,0.5889034474856694,0.5889024554893639,0.6333025140002584,True
sat_p03_s01->sat_p04_s01:infrared:7,14.0,sat_p03_s01,sat_p04_s01,INFRARED,0.002520333123467671,0.9834683302823671,0.6038156042617204,0.5938335241217128,0.5889024554893639,True
sat_p03_s01->sat_p04_s01:infrared:8,16.0,sat_p03_s01,sat_p04_s01,INFRARED,0.00249183839385809,0.9999968953755288,0.6030618872181684,0.6030600149374757,0.5938335241217128,True
sat_p03_s01->sat_p04_s01:infrared:9,18.0,sat_p03_s01,sat_p04_s01,INFRARED,0.0030432462592394054,0.983466899696572,0.5953339613220152,0.5854912452254412,0.6030600149374757,True
sat_p03_s01->sat_p04_s01:infrared:10,20.0,sat_p03_s01,sat_p04_s01,INFRARED,0.003032778847769452,0.9999954011368051,0.5942500045037258,0.5942472716292515,0.5854912452254412,True
sat_p03_s01->sat_p04_s01:optical:0,0.0,sat_p03_s01,sat_p04_s01,OPTICAL,0.0,1.0,0.6110281073730013,0.6110281073730013,1.0,True
sat_p03_s01->sat_p04_s01:optical:1,2.0,sat_p03_s01,sat_p04_s01,OPTICAL,4.259431686807031e-05,0.9834714529294732,0.5864248003271013,0.5767320504115706,0.6110281073730013,True
sat_p03_s01->sat_p04_s01:optical:2,4.0,sat_p03_s01,sat_p04_s01,OPTICAL,9.81628502685012e-05,0.9999999951820274,0.6138006245983683,0.6138006216410937,0.5767320504115706,True
sat_p03_s01->sat_p04_s01:optical:3,6.0,sat_p03_s01,sat_p04_s01,OPTICAL,0.0009968477585479407,0.9834709651812653,0.6540159600287508,0.6432057074534274,0.6138006216410937,True
sat_p03_s01->sat_p04_s01:optical:4,8.0,sat_p03_s01,sat_p04_s01,OPTICAL,0.0009889595073153336,0.999999510979666,0.5977187333383327,0.5977184410417181,0.6432057074534274,True
sat_p03_s01->sat_p04_s01:optical:5,10.0,sat_p03_s01,sat_p04_s01,OPTICAL,0.0018131407630612086,0.9834698372518605,0.6419000525528888,0.6312893402161504,0.5977184410417181,True
sat_p03_s01->sat_p04_s01:optical:6,12.0,sat_p03_s01,sat_p04_s01,OPTICAL,0.0018354736734393698,0.9999983155196158,0.580052311261965,0.5800513341752249,0.6312893402161504,True
sat_p03_s01->sat_p04_s01:optical:7,14.0,sat_p03_s01,sat_p04_s01,OPTICAL,0.002520333123467671,0.9834683302823671,0.5857192491135752,0.5760363319399696,0.5800513341752249,True
sat_p03_s01->sat_p04_s01:optical:8,16.0,sat_p03_s01,sat_p04_s01,OPTICAL,0.00249183839385809,0.9999968953755288,0.6272879927604553,0.6272860452668025,0.5760363319399696,True
sat_p03_s01->sat_p04_s01:optical:9,18.0,sat_p03_s01,sat_p04_s01,OPTICAL,0.0030432462592394054,0.983466899696572,0.6219115553775024,0.6116294292525852,0.6272860452668025,True
sat_p03_s01->sat_p04_s01:optical:10,20.0,sat_p03_s01,sat_p04_s01,OPTICAL,0.003032778847769452,0.9999954011368051,0.5737768755445256,0.5737742368231705,0.6116294292525852,True
sat_p03_s01->sat_p04_s01:radar:0,0.0,sat_p03_s01,sat_p04_s01,RADAR,0.0,1.0,0.5985292035892753,0.5985292035892753,1.0,True
sat_p03_s01->sat_p04_s01:radar:1,2.0,sat_p03_s01,sat_p04_s01,RADAR,0.00044570139412610627,0.9834713561384516,0.6381596943119976,0.62761177999792,0.5985292035892753,True
sat_p03_s01->sat_p04_s01:radar:2,4.0,sat_p03_s01,sat_p04_s01,RADAR,0.10606320809499842,0.9943910869641917,0.6242006603612908,0.6206995731404302,0.62761177999792,True
sat_p03_s01->sat_p04_s01:radar:3,6.0,sat_p03_s01,sat_p04_s01,RADAR,0.09899798521582089,0.9786639368860884,0.6702037021337792,0.6559041936458757,0.6206995731404302,True
sat_p03_s01->sat_p04_s01:radar:4,8.0,sat_p03_s01,sat_p04_s01,RADAR,0.07468978890352868,0.9972146041503077,0.5637111836081701,0.5621410248169227,0.6559041936458757,True
sat_p03_s01->sat_p04_s01:radar:5,10.0,sat_p03_s01,sat_p04_s01,RADAR,0.031115773882217142,0.9829954747464805,0.6579909114043297,0.6468020883347685,0.5621410248169227,True
sat_p03_s01->sat_p04_s01:radar:6,12.0,sat_p03_s01,sat_p04_s01,RADAR,0.016430473508215342,0.9998650288795693,0.6618036139666603,0.6617142895913781,0.6468020883347685,True
sat_p03_s01->sat_p04_s01:radar:7,14.0,sat_p03_s01,sat_p04_s01,RADAR,0.03188706527739472,0.9829715914178725,0.6565490710463668,0.6453690852103731,0.6617142895913781,True
sat_p03_s01->sat_p04_s01:radar:8,16.0,sat_p03_s01,sat_p04_s01,RADAR,0.04453352805531836,0.9990088739296961,0.6238154545851913,0.6231971748250934,0.6453690852103731,True
sat_p03_s01->sat_p04_s01:radar:9,18.0,sat_p03_s01,sat_p04_s01,RADAR,0.04632015604805533,0.9824169725747451,0.6722937429352396,0.660472783615382,0.6231971748250934,True
sat_p03_s01->sat_p04_s01:radar:10,20.0,sat_p03_s01,sat_p04_s01,RADAR,0.049580293102069434,0.9987716523053483,0.633981426239062,0.6332026766156892,0.660472783615382,True
sat_p03_s02->sat_p02_s02:infrared:0,0.0,sat_p03_s02,sat_p02_s02,INFRARED,0.0,1.0,0.6412808351936532,0.6412808351936532,1.0,True
sat_p03_s02->sat_p02_s02:infrared:1,2.0,sat_p03_s02,sat_p02_s02,INFRARED,0.0001593631290738541,0.9834714413331985,0.614035190003182,0.6038860733417338,0.6412808351936532,True
sat_p03_s02->sat_p02_s02:infrared:2,4.0,sat_p03_s02,sat_p02_s02,INFRARED,0.0001190064814546681,0.9999999929187287,0.6089078211944771,0.6089078168826355,0.6038860733417338,True
sat_p03_s02->sat_p02_s02:infrared:3,6.0,sat_p03_s02,sat_p02_s02,INFRARED,0.001014818841544105,0.9834709474041291,0.5680168901457653,0.5586281090932029,0.6089078168826355,True
sat_p03_s02->sat_p02_s02:infrared:4,8.0,sat_p03_s02,sat_p02_s02,INFRARED,0.0010177569430205305,0.9999994820855366,0.6157223842156332,0.6157220653241049,0.5586281090932029,True
sat_p03_s02->sat_p02_s02:infrared:5,10.0,sat_p03_s02,sat_p02_s02,INFRARED,0.0018609764205206416,0.9834697508275784,0.5985674554800473,0.5886729862944597,0.6157220653241049,True
sat_p03_s02->sat_p02_s02:infrared:6,12.0,sat_p03_s02,sat_p02_s02,INFRARED,0.0018665988530644016,0.9999982579058783,0.6149799873159147,0.6149789159628939,0.5886729862944597,True
sat_p03_s02->sat_p02_s02:infrared:7,14.0,sat_p03_s02,sat_p02_s02,INFRARED,0.002537581968680596,0.9834682873819086,0.5989055186371748,0.589004584717676,0.6149789159628939,True
sat_p03_s02->sat_p02_s02:infrared:8,16.0,sat_p03_s02,sat_p02_s02,INFRARED,0.0025241416797763265,0.9999968143594644,0.6341506514768795,0.6341486313008585,0.589004584717676,True
sat_p03_s02->sat_p02_s02:infrared:9,18.0,sat_p03_s02,sat_p02_s02,INFRARED,0.0030610775274765105,0.9834668461724521,0.6318332873897141,0.6213870904559347,0.6341486313008585,True
sat_p03_s02->sat_p02_s02:infrared:10,20.0,sat_p03_s02,sat_p02_s02,INFRARED,0.0030461285342378132,0.9999953605612387,0.5840427942660757,0.5840400846352978,0.6213870904559347,True
sat_p03_s02->sat_p02_s02:optical:0,0.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.0,1.0,0.5856730220647339,0.5856730220647339,1.0,True
sat_p03_s02->sat_p02_s02:optical:1,2.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.0001593631290738541,0.9834714413331985,0.5818036455058229,0.5721872698185209,0.5856730220647339,True
sat_p03_s02->sat_p02_s02:optical:2,4.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.0001190064814546681,0.9999999929187287,0.5932718123087464,0.5932718081076277,0.5721872698185209,True
sat_p03_s02->sat_p02_s02:optical:3,6.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.001014818841544105,0.9834709474041291,0.5794867342391862,0.5699083675303372,0.5932718081076277,True
sat_p03_s02->sat_p02_s02:optical:4,8.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.0010177569430205305,0.9999994820855366,0.6180927305619752,0.6180924104428104,0.5699083675303372,True
sat_p03_s02->sat_p02_s02:optical:5,10.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.0018609764205206416,0.9834697508275784,0.5928408153435987,0.5830410089463873,0.6180924104428104,True
sat_p03_s02->sat_p02_s02:optical:6,12.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.0018665988530644016,0.9999982579058783,0.6196322583406253,0.6196311788829104,0.5830410089463873,True
sat_p03_s02->sat_p02_s02:optical:7,14.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.002537581968680596,0.9834682873819086,0.5988356029495554,0.5889358248561118,0.6196311788829104,True
sat_p03_s02->sat_p02_s02:optical:8,16.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.0025241416797763265,0.9999968143594644,0.6030206547392818,0.6030187337322402,0.5889358248561118,True
sat_p03_s02->sat_p02_s02:optical:9,18.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.0030610775274765105,0.9834668461724521,0.6522804224125103,0.6414961698500663,0.6030187337322402,True
sat_p03_s02->sat_p02_s02:optical:10,20.0,sat_p03_s02,sat_p02_s02,OPTICAL,0.0030461285342378132,0.9999953605612387,0.5675131459453784,0.5675105130028916,0.6414961698500663,True
sat_p03_s02->sat_p02_s02:radar:0,0.0,sat_p03_s02,sat_p02_s02,RADAR,0.0,1.0,0.6363654200758131,0.6363654200758131,1.0,True
sat_p03_s02->sat_p02_s02:radar:1,2.0,sat_p03_s02,sat_p02_s02,RADAR,0.000938445646497195,0.983471020759779,0.6017147568699995,0.5917690261451607,0.6363654200758131,True
sat_p03_s02->sat_p02_s02:radar:2,4.0,sat_p03_s02,sat_p02_s02,RADAR,0.10351440567296981,0.9946567103375878,0.6328832534671669,0.629501574921402,0.5917690261451607,True
sat_p03_s02->sat_p02_s02:radar:3,6.0,sat_p03_s02,sat_p02_s02,RADAR,0.10410419423049107,0.978156590972933,0.5815007492515837,0.5687987905361354,0.629501574921402,True
sat_p03_s02->sat_p02_s02:radar:4,8.0,sat_p03_s02,sat_p02_s02,RADAR,0.13884407343601793,0.9904074663443939,0.6291938404676011,0.6231582773770156,0.5687987905361354,True
sat_p03_s02->sat_p02_s02:radar:5,10.0,sat_p03_s02,sat_p02_s02,RADAR,0.11889453573778526,0.9765448289064627,0.6260320922103466,0.6113484023775078,0.6231582773770156,True
sat_p03_s02->sat_p02_s02:radar:6,12.0,sat_p03_s02,sat_p02_s02,RADAR,0.1379695593664992,0.9905273512399816,0.652527412555719,0.6463462495702951,0.6113484023775078,True
sat_p03_s02->sat_p02_s02:radar:7,14.0,sat_p03_s02,sat_p02_s02,RADAR,0.09384061201882378,0.9791507184227805,0.621117009398857,0.6081671659774996,0.6463462495702951,True
sat_p03_s02->sat_p02_s02:radar:8,16.0,sat_p03_s02,sat_p02_s02,RADAR,0.08788371272546258,0.9961456735766365,0.5999927356529822,0.5976801677981287,0.6081671659774996,True
sat_p03_s02->sat_p02_s02:radar:9,18.0,sat_p03_s02,sat_p02_s02,RADAR,0.05280867317478139,0.9821010785138417,0.6360563820457696,0.6246716588027624,0.5976801677981287,True
sat_p03_s02->sat_p02_s02:radar:10,20.0,sat_p03_s02,sat_p02_s02,RADAR,0.06041238763769901,0.998176835696783,0.6791005251871229,0.6778624133513058,0.6246716588027624,True
sat_p03_s02->sat_p04_s02:infrared:0,0.0,sat_p03_s02,sat_p04_s02,INFRARED,0.0,1.0,0.5676565286305503,0.5676565286305503,1.0,True
sat_p03_s02->sat_p04_s02:infrared:1,2.0,sat_p03_s02,sat_p04_s02,INFRARED,0.00010992440911741417,0.98347144787979,0.6357522491011836,0.6252441849163739,0.5676565286305503,True
sat_p03_s02->sat_p04_s02:infrared:2,4.0,sat_p03_s02,sat_p04_s02,INFRARED,0.0001109890381732432,0.9999999938407167,0.5839810145257108,0.5839810109288063,0.6252441849163739,True
sat_p03_s02->sat_p04_s02:infrared:3,6.0,sat_p03_s02,sat_p04_s02,INFRARED,0.001020685391640314,0.9834709415321253,0.6112961879394618,0.6011920375078216,0.5839810109288063,True
sat_p03_s02->sat_p04_s02:infrared:4,8.0,sat_p03_s02,sat_p04_s02,INFRARED,0.0010310034828670896,0.9999994685160504,0.5750734922015844,0.5750731865592534,0.6011920375078216,True
sat_p03_s02->sat_p04_s02:infrared:5,10.0,sat_p03_s02,sat_p04_s02,INFRARED,0.001856860431419994,0.9834697583523886,0.5517017882435447,0.5425820243664595,0.5750731865592534,True
sat_p03_s02->sat_p04_s02:infrared:6,12.0,sat_p03_s02,sat_p04_s02,INFRARED,0.0018570479519308654,0.9999982756879388,0.6040711120529177,0.6040700704458134,0.5425820243664595,True
sat_p03_s02->sat_p04_s02:infrared:7,14.0,sat_p03_s02,sat_p04_s02,INFRARED,0.0025432976374504803,0.9834682731016419,0.6170918695961662,0.6068902753368052,0.6040700704458134,True
sat_p03_s02->sat_p04_s02:infrared:8,16.0,sat_p03_s02,sat_p04_s02,INFRARED,0.002534819961973447,0.9999967873490407,0.592067868540063,0.5920659664326572,0.6068902753368052,True
sat_p03_s02->sat_p04_s02:infrared:9,18.0,sat_p03_s02,sat_p04_s02,INFRARED,0.0030634677645013826,0.9834668389739101,0.6197153956335628,0.6094695412072061,0.5920659664326572,True
sat_p03_s02->sat_p04_s02:infrared:10,20.0,sat_p03_s02,sat_p04_s02,INFRARED,0.003050667874675738,0.9999953467235857,0.6290655400850307,0.62906261286919,0.6094695412072061,True
sat_p03_s02->sat_p04_s02:optical:0,0.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.0,1.0,0.5696995875057002,0.5696995875057002,1.0,True
sat_p03_s02->sat_p04_s02:optical:1,2.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.00010992440911741417,0.98347144787979,0.5838422071147231,0.574192140764449,0.5696995875057002,True
sat_p03_s02->sat_p04_s02:optical:2,4.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.0001109890381732432,0.9999999938407167,0.6343036988942059,0.6343036949873497,0.574192140764449,True
sat_p03_s02->sat_p04_s02:optical:3,6.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.001020685391640314,0.9834709415321253,0.617574569322037,0.6073666431574406,0.6343036949873497,True
sat_p03_s02->sat_p04_s02:optical:4,8.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.0010310034828670896,0.9999994685160504,0.5958995629472464,0.5958992462361932,0.6073666431574406,True
sat_p03_s02->sat_p04_s02:optical:5,10.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.001856860431419994,0.9834697583523886,0.6188664237445813,0.6086364122124903,0.5958992462361932,True
sat_p03_s02->sat_p04_s02:optical:6,12.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.0018570479519308654,0.9999982756879388,0.5801599261848569,0.5801589258080987,0.6086364122124903,True
sat_p03_s02->sat_p04_s02:optical:7,14.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.0025432976374504803,0.9834682731016419,0.670812025988715,0.6597223447749353,0.5801589258080987,True
sat_p03_s02->sat_p04_s02:optical:8,16.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.002534819961973447,0.9999967873490407,0.5905740733025808,0.5905721759942177,0.6597223447749353,True
sat_p03_s02->sat_p04_s02:optical:9,18.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.0030634677645013826,0.9834668389739101,0.6070585899169325,0.5970219924975648,0.5905721759942177,True
sat_p03_s02->sat_p04_s02:optical:10,20.0,sat_p03_s02,sat_p04_s02,OPTICAL,0.003050667874675738,0.9999953467235857,0.6792569652501792,0.6792538044797636,0.5970219924975648,True
sat_p03_s02->sat_p04_s02:radar:0,0.0,sat_p03_s02,sat_p04_s02,RADAR,0.0,1.0,0.6065707244321337,0.6065707244321337,1.0,True
sat_p03_s02->sat_p04_s02:radar:1,2.0,sat_p03_s02,sat_p04_s02,RADAR,0.0004514458950213702,0.9834713536042115,0.5798301431822974,0.5702463357760178,0.6065707244321337,True
sat_p03_s02->sat_p04_s02:radar:2,4.0,sat_p03_s02,sat_p04_s02,RADAR,0.1071690748997215,0.9942738519328791,0.5702156967961022,0.5669505572860511,0.5702463357760178,True
sat_p03_s02->sat_p04_s02:radar:3,6.0,sat_p03_s02,sat_p04_s02,RADAR,0.1061419419902217,0.9779470782880011,0.5240474333058138,0.5124906562857467,0.5669505572860511,True
sat_p03_s02->sat_p04_s02:radar:4,8.0,sat_p03_s02,sat_p04_s02,RADAR,0.1279547104568415,0.9918472117588131,0.5922130708101242,0.5873848830501462,0.5124906562857467,True
sat_p03_s02->sat_p04_s02:radar:5,10.0,sat_p03_s02,sat_p04_s02,RADAR,0.11879359860982253,0.9765565433924961,0.6210840117605616,0.6065236556812384,0.5873848830501462,True
sat_p03_s02->sat_p04_s02:radar:6,12.0,sat_p03_s02,sat_p04_s02,RADAR,0.14258237977729796,0.9898866201515174,0.5904314372205031,0.5844601798214066,0.6065236556812384,True
sat_p03_s02->sat_p04_s02:radar:7,14.0,sat_p03_s02,sat_p04_s02,RADAR,0.09806388506749618,0.9787540150689721,0.6548033882551738,0.6408914453355183,0.5844601798214066,True
sat_p03_s02->sat_p04_s02:radar:8,16.0,sat_p03_s02,sat_p04_s02,RADAR,0.09315470882551784,0.9956704995386317,0.6400208356824006,0.6372498651790284,0.6408914453355183,True
sat_p03_s02->sat_p04_s02:radar:9,18.0,sat_p03_s02,sat_p04_s02,RADAR,0.05593530176440437,0.9819341345288092,0.6119342751266914,0.6008791528350419,0.6372498651790284,True
sat_p03_s02->sat_p04_s02:radar:10,20.0,sat_p03_s02,sat_p04_s02,RADAR,0.06949296834146548,0.9975882765648413,0.607730692983405,0.6062650146288716,0.6008791528350419,True
sat_p04_s01->sat_p03_s01:infrared:0,0.0,sat_p04_s01,sat_p03_s01,INFRARED,0.0,1.0,0.6174626595670547,0.6174626595670547,1.0,True
sat_p04_s01->sat_p03_s01:infrared:1,2.0,sat_p04_s01,sat_p03_s01,INFRARED,4.259431686807031e-05,0.9834714529294732,0.5992157392662256,0.5893115737143634,0.6174626595670547,True
sat_p04_s01->sat_p03_s01:infrared:2,4.0,sat_p04_s01,sat_p03_s01,INFRARED,9.81628502685012e-05,0.9999999951820274,0.6136485450789884,0.6136485421224465,0.5893115737143634,True
sat_p04_s01->sat_p03_s01:infrared:3,6.0,sat_p04_s01,sat_p03_s01,INFRARED,0.0009968477585479407,0.9834709651812653,0.5967614953716205,0.5868976038361428,0.6136485421224465,True
sat_p04_s01->sat_p03_s01:infrared:4,8.0,sat_p04_s01,sat_p03_s01,INFRARED,0.0009889595073153336,0.999999510979666,0.6001925874221574,0.6001922939157779,0.5868976038361428,True
sat_p04_s01->sat_p03_s01:infrared:5,10.0,sat_p04_s01,sat_p03_s01,INFRARED,0.0018131407630612086,0.9834698372518605,0.6510007657420023,0.6402396171351236,0.6001922939157779,True
sat_p04_s01->sat_p03_s01:infrared:6,12.0,sat_p04_s01,sat_p03_s01,INFRARED,0.0018354736734393698,0.9999983155196158,0.5806996295743712,0.5806986513972361,0.6402396171351236,True
sat_p04_s01->sat_p03_s01:infrared:7,14.0,sat_p04_s01,sat_p03_s01,INFRARED,0.002520333123467671,0.9834683302823671,0.6459059479937919,0.6352280441929039,0.5806986513972361,True
sat_p04_s01->sat_p03_s01:infrared:8,16.0,sat_p04_s01,sat_p03_s01,INFRARED,0.00249183839385809,0.9999968953755288,0.6175009215534356,0.6174990044449636,0.6352280441929039,True
sat_p04_s01->sat_p03_s01:infrared:9,18.0,sat_p04_s01,sat_p03_s01,INFRARED,0.0030432462592394054,0.983466899696572,0.545152500704639,0.5361394397298246,0.6174990044449636,True
sat_p04_s01->sat_p03_s01:infrared:10,20.0,sat_p04_s01,sat_p03_s01,INFRARED,0.003032778847769452,0.9999954011368051,0.6290099800567308,0.6290070873258843,0.5361394397298246,True
sat_p04_s01->sat_p03_s01:optical:0,0.0,sat_p04_s01,sat_p03_s01,OPTICAL,0.0,1.0,0.5486314138385846,0.5486314138385846,1.0,True
sat_p04_s01->sat_p03_s01:optical:1,2.0,sat_p04_s01,sat_p03_s01,OPTICAL,4.259431686807031e-05,0.9834714529294732,0.6277673128826884,0.6173912313023687,0.5486314138385846,True
sat_p04_s01->sat_p03_s01:optical:2,4.0,sat_p04_s01,sat_p03_s01,OPTICAL,9.81628502685012e-05,0.9999999951820274,0.6035707135827414,0.6035707106747542,0.6173912313023687,True
sat_p04_s01->sat_p03_s01:optical:3,6.0,sat_p04_s01,sat_p03_s01,OPTICAL,0.0009968477585479407,0.9834709651812653,0.5774013353874368,0.567857448610434,0.6035707106747542,True
sat_p04_s01->sat_p03_s01:optical:4,8.0,sat_p04_s01,sat_p03_s01,OPTICAL,0.0009889595073153336,0.999999510979666,0.6461874854444747,0.6461871694456547,0.567857448610434,True
sat_p04_s01->sat_p03_s01:optical:5,10.0,sat_p04_s01,sat_p03_s01,OPTICAL,0.0018131407630612086,0.9834698372518605,0.6085702462645819,0.598510481050153,0.6461871694456547,True
sat_p04_s01->sat_p03_s01:optical:6,12.0,sat_p04_s01,sat_p03_s01,OPTICAL,0.0018354736734393698,0.9999983155196158,0.6231862676943603,0.6231852179493166,0.598510481050153,True
sat_p04_s01->sat_p03_s01:optical:7,14.0,sat_p04_s01,sat_p03_s01,OPTICAL,0.002520333123467671,0.9834683302823671,0.5771766687797295,0.5676349747227394,0.6231852179493166,True
sat_p04_s01->sat_p03_s01:optical:8,16.0,sat_p04_s01,sat_p03_s01,OPTICAL,0.00249183839385809,0.9999968953755288,0.6148106262823367,0.6148087175262212,0.5676349747227394,True
sat_p04_s01->sat_p03_s01:optical:9,18.0,sat_p04_s01,sat_p03_s01,OPTICAL,0.0030432462592394054,0.983466899696572,0.5534507262984947,0.5443004699275966,0.6148087175262212,True
sat_p04_s01->sat_p03_s01:optical:10,20.0,sat_p04_s01,sat_p03_s01,OPTICAL,0.003032778847769452,0.9999954011368051,0.5207827929835585,0.5207803979747393,0.5443004699275966,True
sat_p04_s01->sat_p03_s01:radar:0,0.0,sat_p04_s01,sat_p03_s01,RADAR,0.0,1.0,0.6420283979948294,0.6420283979948294,1.0,True
sat_p04_s01->sat_p03_s01:radar:1,2.0,sat_p04_s01,sat_p03_s01,RADAR,0.00044570139412610627,0.9834713561384516,0.6104052371589954,0.6003160663827704,0.6420283979948294,True
sat_p04_s01->sat_p03_s01:radar:2,4.0,sat_p04_s01,sat_p03_s01,RADAR,0.10606320809499842,0.9943910869641917,0.5788540276074313,0.5756072857061538,0.6003160663827704,True
sat_p04_s01->sat_p03_s01:radar:3,6.0,sat_p04_s01,sat_p03_s01,RADAR,0.09899798521582089,0.9786639368860884,0.6783452187397212,0.6638720023396704,0.5756072857061538,True
sat_p04_s01->sat_p03_s01:radar:4,8.0,sat_p04_s01,sat_p03_s01,RADAR,0.07468978890352868,0.9972146041503077,0.5878915532881568,0.5862540425955588,0.6638720023396704,True
sat_p04_s01->sat_p03_s01:radar:5,10.0,sat_p04_s01,sat_p03_s01,RADAR,0.031115773882217142,0.9829954747464805,0.6251143732439057,0.6144846000977418,0.5862540425955588,True
sat_p04_s01->sat_p03_s01:radar:6,12.0,sat_p04_s01,sat_p03_s01,RADAR,0.016430473508215342,0.9998650288795693,0.6586690286206308,0.6585801273238449,0.6144846000977418,True
sat_p04_s01->sat_p03_s01:radar:7,14.0,sat_p04_s01,sat_p03_s01,RADAR,0.03188706527739472,0.9829715914178725,0.6332187042894054,0.62243599747092,0.6585801273238449,True
sat_p04_s01->sat_p03_s01:radar:8,16.0,sat_p04_s01,sat_p03_s01,RADAR,0.04453352805531836,0.9990088739296961,0.6059838442708132,0.6053832378845734,0.62243599747092,True
sat_p04_s01->sat_p03_s01:radar:9,18.0,sat_p04_s01,sat_p03_s01,RADAR,0.04632015604805533,0.9824169725747451,0.6726008276873839,0.6607744688879076,0.6053832378845734,True
sat_p04_s01->sat_p03_s01:radar:10,20.0,sat_p04_s01,sat_p03_s01,RADAR,0.04958029310206943,0.9987716523053483,0.5970594506135148,0.5963260540137837,0.6607744688879076,True
sat_p04_s01->sat_p05_s01:infrared:0,0.0,sat_p04_s01,sat_p05_s01,INFRARED,0.0,1.0,0.5868823664464999,0.5868823664464999,1.0,True
sat_p04_s01->sat_p05_s01:infrared:1,2.0,sat_p04_s01,sat_p05_s01,INFRARED,5.2596286258838576e-05,0.9834714524612949,0.5885272870570618,0.578799785815114,0.5868823664464999,True
sat_p04_s01->sat_p05_s01:infrared:2,4.0,sat_p04_s01,sat_p05_s01,INFRARED,8.925176867384359e-05,0.9999999960170609,0.620361996872997,0.6203619944021329,0.578799785815114,True
sat_p04_s01->sat_p05_s01:infrared:3,6.0,sat_p04_s01,sat_p05_s01,INFRARED,0.001090361924367972,0.9834708692025326,0.6408845536097176,0.6302912889970261,0.6203619944021329,True
sat_p04_s01->sat_p05_s01:infrared:4,8.0,sat_p04_s01,sat_p05_s01,INFRARED,0.0010910855791234327,0.9999994047663067,0.5515697598998257,0.5515694315869204,0.6302912889970261,True
sat_p04_s01->sat_p05_s01:infrared:5,10.0,sat_p04_s01,sat_p05_s01,INFRARED,0.001899088457744386,0.9834696803601378,0.6370020622540719,0.6264722145537607,0.5515694315869204,True
sat_p04_s01->sat_p05_s01:infrared:6,12.0,sat_p04_s01,sat_p05_s01,INFRARED,0.0019334527458742896,0.9999981308819865,0.5380958212583045,0.538094815493712,0.6264722145537607,True
sat_p04_s01->sat_p05_s01:infrared:7,14.0,sat_p04_s01,sat_p05_s01,INFRARED,0.0026098359786120265,0.9834681044953822,0.6201330959054882,0.6098811203650235,0.538094815493712,True
sat_p04_s01->sat_p05_s01:infrared:8,16.0,sat_p04_s01,sat_p05_s01,INFRARED,0.002586924626991386,0.9999966539160853,0.6070528083941364,0.6070507771444988,0.6098811203650235,True
sat_p04_s01->sat_p05_s01:infrared:9,18.0,sat_p04_s01,sat_p05_s01,INFRARED,0.003151387471775741,0.983466570286748,0.5677983708287451,0.558410716373349,0.6070507771444988,True
sat_p04_s01->sat_p05_s01:infrared:10,20.0,sat_p04_s01,sat_p05_s01,INFRARED,0.003153554558023663,0.9999950275591875,0.6172480385400623,0.6172449693107239,0.558410716373349,True
