seed,policy,maximum_anchor_gain,phase_rmse_deg,maximum_phase_error_deg,valid_fraction,cue_count,maximum_anchor_age_s
0,free_running,0.0,0.07734508041293957,0.13335007559639728,1.0,0,240.0
0,outage_30s_gain_0.25,0.25,0.025524405213459774,0.03992171106599028,1.0,100,45.0
0,outage_30s_gain_0.4,0.4,0.018784978379289465,0.03608670278405617,1.0,100,45.0
0,outage_90s_gain_0.25,0.25,0.04146209021698426,0.07327119233794112,1.0,70,105.0
0,outage_90s_gain_0.4,0.4,0.03514184761239042,0.06943601662305925,1.0,70,105.0
0,outage_180s_gain_0.25,0.25,0.06897444318847637,0.11629496087469815,1.0,25,195.0
0,outage_180s_gain_0.4,0.4,0.06627284552222662,0.11501753895609372,1.0,25,195.0
